gene_id	tpm_WT_1	tpm_WT_2	tpm_WT_3	tpm_TertTP53_1	tpm_TertTP53_2	tpm_TertTP53_3
ENSDARG00000087706	2.9	1.36	4.08	4.86	6.75	3.35
ENSDARG00000087709	3.08	3.38	5.85	1.61	4.6	2.71
ENSDARG00000087714	14.09	11.82	10.54	14.65	12.16	7.34
ENSDARG00000087717	0.25	0.98	0.06	1.5	0.63	0.93
ENSDARG00000087736	0.39	0.48	0.57	0.43	0.34	0.83
ENSDARG00000087740	0	0	0.05	0.39	0.55	0.81
ENSDARG00000087741	0	0	0.24	0.15	0.14	0.18
ENSDARG00000087742	8.18	9.17	8.93	10.56	12.94	17.15
ENSDARG00000087745	13.96	12.63	11.92	12.18	20.34	4.91
ENSDARG00000087749	19.24	22.97	21.43	18.47	26.16	31.02
ENSDARG00000087752	9.54	9.27	8.88	8.55	13.74	12.89
ENSDARG00000087753	44.84	26.85	109.38	73.95	39.5	27.15
ENSDARG00000087756	0	0	0	0.28	0	0
ENSDARG00000087757	0	0.29	0.41	1.16	0.09	0
ENSDARG00000087762	12.06	11.48	12.35	20.84	16.79	8.51
ENSDARG00000087764	0	0	0	0.21	0	0
ENSDARG00000087767	1.52	2.34	2.03	1.71	1.95	1.48
ENSDARG00000087779	14.01	13.19	12.02	9.43	14.76	8.96
ENSDARG00000087780	8.2	21.88	9.38	12.34	11.06	54.18
ENSDARG00000087782	3.37	2.32	2.78	1.21	1.15	1.44
ENSDARG00000087784	32.54	0.18	30.95	25.56	4.81	0.54
ENSDARG00000087788	2	1.67	0.72	2.16	0.92	1.01
ENSDARG00000087793	7.5	5.96	3.51	5.37	5.18	3.44
ENSDARG00000087798	126.39	16.43	108.86	155.36	45.11	6.55
ENSDARG00000087804	4.63	4.32	8.75	3.16	3.84	2.93
ENSDARG00000087814	0.45	0.53	0.24	1.01	0.44	0.72
ENSDARG00000087822	55.97	58.96	48.08	59.26	52.49	38.48
ENSDARG00000087832	0.23	0.33	0.26	0.52	0.95	0.73
ENSDARG00000087835	8.19	8.86	9.98	4.79	11.32	11.56
ENSDARG00000087839	6.6	5.64	5.07	8.84	10.33	4
ENSDARG00000087844	0.45	1.9	1.68	1.72	0.39	0.16
ENSDARG00000087857	69.84	57.6	43.92	33.82	30.79	20.92
ENSDARG00000087863	0.73	0.76	0.24	0.68	0.37	0.26
ENSDARG00000087867	24.87	16.83	41.52	28.94	38.36	11.76
ENSDARG00000087869	7.91	9.46	7.03	9.25	7.88	5.35
ENSDARG00000087870	0	0.14	0	0	0	0
ENSDARG00000087873	0	0	0.08	0	0	0
ENSDARG00000087893	26.23	26.18	24.57	31.72	28.46	38.72
ENSDARG00000087897	223.53	198.72	170.94	239.82	191.94	189.27
ENSDARG00000087907	0	1.5	0	0	2.76	0.76
ENSDARG00000087909	0	0	0	0	0	0
ENSDARG00000087910	4.63	5.67	4.78	4.62	3.59	0.63
ENSDARG00000087911	5.29	7.27	5.85	6.89	6.52	3.42
ENSDARG00000087916	25.79	31.3	31.05	32.66	33.5	16.37
ENSDARG00000087920	0	0	0	0	0	0.19
ENSDARG00000087921	8.97	2.93	8.68	17.54	4.41	1.43
ENSDARG00000087927	30.52	30.62	26.06	34.81	30.82	23.42
ENSDARG00000087933	6.08	4.06	4.08	5.13	6.23	13.14
ENSDARG00000087937	15.2	10.68	15.73	17.14	16.25	9.3
ENSDARG00000087939	0.58	1.21	1.41	0.7	0.94	1.68
ENSDARG00000087941	43.43	61.18	62.35	52.31	46.52	83.31
ENSDARG00000087950	53.96	53.01	54.37	73.29	89.51	78.25
ENSDARG00000087954	16.73	17	18.4	12.1	15.6	10.7
ENSDARG00000087956	14.09	13.05	10.4	12.33	10.54	1.98
ENSDARG00000087962	34.62	32.39	29.29	34.39	31.29	48.74
ENSDARG00000087979	16.27	12.79	14.78	23.34	18.77	8.01
ENSDARG00000087981	142.48	120.06	94.63	32.57	80.86	13.09
ENSDARG00000087983	0	0	0	0	0	0
ENSDARG00000087985	4.7	4.09	4.66	3.54	6.59	0.61
ENSDARG00000087993	10.44	10.99	7.74	8.26	12.11	17.02
ENSDARG00000087994	3.97	3.75	2.38	1.96	3.2	3.11
ENSDARG00000087999	0.9	0.46	0	0.27	0.26	0
ENSDARG00000088000	0	1.87	0.36	0.9	1.47	0.22
ENSDARG00000088002	0	0.03	0	0.13	0.15	0
ENSDARG00000088013	17.13	23.55	27.23	20.64	16.72	34.18
ENSDARG00000088019	0.16	0	0.73	0	0.28	0.78
ENSDARG00000088022	0	0	0	0	0	0.14
ENSDARG00000088023	117.02	139.24	101.21	159.31	122.29	87.98
ENSDARG00000088030	1057.71	1043.28	970.21	1051.49	877.14	1198.69
ENSDARG00000088036	5.56	4.15	4.18	3.75	5.41	4.94
ENSDARG00000088040	28.89	23.88	22.27	25.6	25.16	17.44
ENSDARG00000088044	0	0.62	0.09	0	0.1	0.1
ENSDARG00000088048	2.77	3.79	2.69	3.41	2.64	5.54
ENSDARG00000088058	0	0	0	0	0	0
ENSDARG00000088058	0	0	0	0	0	0
ENSDARG00000088069	0.13	0.73	0.09	0	0.28	0
ENSDARG00000088072	3.63	2.91	2.83	3.85	3.34	2.31
ENSDARG00000088073	69.15	65.6	51.35	62.94	63.31	77.86
ENSDARG00000088078	0.32	0.49	0.55	0.95	0.9	0.93
ENSDARG00000088079	2.25	0.78	0.74	0	4.64	0
ENSDARG00000088084	5.76	5.61	5.36	2.91	6.59	3.8
ENSDARG00000088087	30.64	42.81	55.98	44.05	30.91	35.36
ENSDARG00000088091	439.81	337.69	359.61	340.5	318.23	197.31
ENSDARG00000088100	18.52	23.21	29.15	40.46	17.02	21.16
ENSDARG00000088116	0	0.47	4.48	1.08	1.23	4
ENSDARG00000088117	20.04	14.4	17.79	18.04	21.08	9.4
ENSDARG00000088123	2.9	3.28	3.18	2.21	4.89	0.83
ENSDARG00000088124	9.2	7.49	11.53	8.92	7.86	1.95
ENSDARG00000088130	2.53	2.47	3.36	1.44	2.87	1.99
ENSDARG00000088136	13.08	13.45	16.42	20.43	25.78	10.34
ENSDARG00000088137	1.14	0.11	0.84	0.35	1.58	0.82
ENSDARG00000088140	26.9	23.71	26.8	15.38	16.25	15.53
ENSDARG00000088143	8.57	8.55	11.35	4.14	11.17	2.19
ENSDARG00000088145	1.24	0.58	0.22	0.13	0.51	0
ENSDARG00000088157	19.65	35.61	25.1	8.4	8.53	32.48
ENSDARG00000088167	0	0	0	0.48	0	0
ENSDARG00000088168	10.82	12.43	13.06	12.71	16.35	6.09
ENSDARG00000088178	34.1	47.56	24.6	27.67	30.42	54.85
ENSDARG00000088181	46.84	66.14	83.48	50.11	90.84	72.65
ENSDARG00000088189	0	0.5	0.48	0.66	0.23	1.03
ENSDARG00000088192	0	0.11	0	0	0	0
ENSDARG00000088195	52.78	42.36	64.86	67.16	67.04	25.15
ENSDARG00000088202	0.91	0.23	0.23	1.2	0.25	0
ENSDARG00000088204	4.14	4.97	2.82	1.88	3.54	0.72
ENSDARG00000088207	0	0.89	0	0	0	0
ENSDARG00000088222	10.95	13.23	17.74	9.36	8.78	12.61
ENSDARG00000088225	6.34	9.41	5.88	7.54	6.97	5.21
ENSDARG00000088227	44.09	39.99	63.05	39.24	63.48	11.65
ENSDARG00000088232	3.19	3.41	2.17	1.71	2.26	1.82
ENSDARG00000088234	0	0.28	1.08	0	1	0
ENSDARG00000088238	48	48.06	42.98	49.4	56.67	56.85
ENSDARG00000088246	25.08	28.4	22.81	29.39	28.09	33.49
ENSDARG00000088247	28.22	17.83	23.31	13.62	16.1	5.2
ENSDARG00000088251	1.1	0.11	2.17	1.58	16.32	6.24
ENSDARG00000088252	1.33	0	0	0	0	0
ENSDARG00000088255	0.34	0.08	1.84	0.64	0.59	0.34
ENSDARG00000088258	15.21	18.09	17.77	25.89	23.97	21.75
ENSDARG00000088260	1.68	1.34	2.94	1.39	2.37	1.23
ENSDARG00000088263	0	0	0	0	0.15	0
ENSDARG00000088274	1.81	0.91	2.24	0.58	2.08	2.14
ENSDARG00000088276	0	0	0	0	0	0
ENSDARG00000088277	14.85	12.49	20.16	1.99	14.33	0.92
ENSDARG00000088283	4.42	3.38	2.27	4.1	5.92	1.28
ENSDARG00000088290	11.69	3.22	10.95	11.71	5.33	1.73
ENSDARG00000088293	47.79	46.16	58.13	51.17	42.27	56.64
ENSDARG00000088307	12.56	12.3	15.99	10.97	16.31	6.69
ENSDARG00000088308	9.5	8.53	13.2	13.94	5.93	5.02
ENSDARG00000088315	0	0	0	0	0	0
ENSDARG00000088316	0.16	0.19	0.62	0.78	0.53	0.3
ENSDARG00000088318	190.31	173.58	191.26	184.04	235.02	167.65
ENSDARG00000088331	19.37	16.06	13.57	16.19	17.16	21.97
ENSDARG00000088332	0.09	1.46	0.28	0.15	0.17	0.27
ENSDARG00000088342	65.88	66.33	46.78	70.63	68.81	50.65
ENSDARG00000088343	15.85	23.88	7.72	8.81	16.51	9.36
ENSDARG00000088346	3.27	2.93	4.38	2.86	5.7	3.38
ENSDARG00000088347	24.02	19.96	21.12	21.44	17.88	21.75
ENSDARG00000088357	56.62	51.17	54.04	43.92	46.49	29.56
ENSDARG00000088366	7.1	8.02	6.49	7.78	5.6	7.86
ENSDARG00000088367	8.13	4.9	1.08	6.66	4.45	7.96
ENSDARG00000088377	0.07	2.47	0.07	0.18	0	0.33
ENSDARG00000088383	482.49	429.44	398.51	405.49	284.96	400.98
ENSDARG00000088390	0.48	0.78	0.94	1.43	1.38	0
ENSDARG00000088398	12.3	9.8	13.9	8.66	5.25	5.58
ENSDARG00000088411	0	0.07	0	0	0	0.3
ENSDARG00000088423	0.32	0.3	0.4	0.24	0.51	0.97
ENSDARG00000088428	3.17	1.83	2.42	2.66	2.6	2.22
ENSDARG00000088439	48.06	45.49	45.2	55.44	45.21	30.91
ENSDARG00000088440	15.25	18.58	17.35	20.37	17.75	24.07
ENSDARG00000088444	0.1	0	0.1	0.57	0.11	0.84
ENSDARG00000088463	52.81	50.16	52.23	69.78	73.72	40.49
ENSDARG00000088466	50.27	37.94	44.98	47.23	49.4	34.47
ENSDARG00000088475	16.29	8.05	11.76	11.55	14.53	2.78
ENSDARG00000088484	0	0.05	0	0	0	0
ENSDARG00000088492	3.47	3.54	2.87	5.01	4.01	3.9
ENSDARG00000088502	0	0	0	0	0	0
ENSDARG00000088505	30.01	33.97	21.44	19.18	34.74	38.16
ENSDARG00000088507	5.95	4.45	2.9	3.64	4.97	3.62
ENSDARG00000088514	14.22	26.16	8.76	13.6	7.69	48.19
ENSDARG00000088515	7.85	9.8	13.6	13.01	12.05	2.19
ENSDARG00000088524	0	0.26	0	0	0	0
ENSDARG00000088539	0	0.14	0	0.16	0	0
ENSDARG00000088546	2.86	4.71	5.66	5.83	4.33	0.53
ENSDARG00000088549	2.83	4.83	3.85	3.8	3.81	1.08
ENSDARG00000088552	0	0	0.42	0	0	0
ENSDARG00000088552	0	0	0	0	0	0
ENSDARG00000088560	5.5	6.25	4.5	4.59	5.62	4.99
ENSDARG00000088567	47.77	42.28	35.53	35.47	40.25	38.07
ENSDARG00000088571	30.84	29.53	32.28	42.51	39.13	40.27
ENSDARG00000088581	9.24	21.17	13.63	10.93	12.77	8.51
ENSDARG00000088584	2.58	1.88	0.53	2.36	1.96	1.37
ENSDARG00000088589	0	0	0.18	0	0	0
ENSDARG00000088590	10.47	6.66	12.3	7.54	9.16	6.26
ENSDARG00000088593	35.24	40.34	32.69	54.21	52.07	50.7
ENSDARG00000088595	0.47	0	0.47	0.4	0.15	0.36
ENSDARG00000088601	0	0.06	0.37	0.06	0.18	0
ENSDARG00000088612	1.71	1.38	3.24	1.86	3.34	0.63
ENSDARG00000088615	0	0.27	0.27	0	0	0
ENSDARG00000088619	10.74	8.92	10.33	9.44	16.92	9.05
ENSDARG00000088630	7.39	7.68	6.56	5.2	5.94	2.8
ENSDARG00000088631	1.11	1.42	1.1	1.38	1.61	0.59
ENSDARG00000088634	9.79	10.47	26.74	12.01	24.08	10.85
ENSDARG00000088639	0	0.35	0	0.4	0	0.36
ENSDARG00000088641	2.04	2.12	0.45	0.81	0.82	0.72
ENSDARG00000088643	0.26	0.46	0	0.76	0.25	0.24
ENSDARG00000088650	13.83	16.59	21.68	20.64	18.84	10.63
ENSDARG00000088663	7.72	8.85	5.01	10.29	8.99	14.09
ENSDARG00000088672	1.8	2.37	1.87	2.39	1.99	1.17
ENSDARG00000088680	0	0.21	0	0	0	0
ENSDARG00000088686	2.21	0	0	0	0	0
ENSDARG00000088689	7.45	8.23	8.62	6.31	9.53	14.27
ENSDARG00000088690	3.84	3.46	2.46	3.96	4.51	4.9
ENSDARG00000088693	0.23	0.43	0.82	0.31	0.29	0.12
ENSDARG00000088699	17.17	18.59	26.58	19.32	23.74	11.94
ENSDARG00000088701	0	0	0.1	0.57	0	0
ENSDARG00000088708	11.36	8.82	11.19	11.76	11.29	10.57
ENSDARG00000088709	30.55	18.5	34.62	36.52	30.52	11.59
ENSDARG00000088711	5.97	4.55	10.08	5.03	2.06	3.35
ENSDARG00000088713	0	0	0	0	0	0
ENSDARG00000088717	0.89	0.6	0.57	1.03	0.35	0
ENSDARG00000088727	0	0.05	0.07	0.49	0	0
ENSDARG00000088736	12.52	7.95	18.71	16.54	13.01	6.46
ENSDARG00000088740	10.73	6	10.28	16.26	9.65	4.67
ENSDARG00000088743	0	0	0	0	0.12	0
ENSDARG00000088745	1.4	3.23	3.12	2	12.13	3.02
ENSDARG00000088750	0.05	0.07	0.13	0.02	0.12	0.05
ENSDARG00000088753	3.97	2.64	6.43	6.07	7.59	2.02
ENSDARG00000088762	0	0	0	0	0.09	0
ENSDARG00000088764	11.9	12.64	10.59	14.8	14.68	10.65
ENSDARG00000088789	16.75	16.78	13.67	14.16	18.52	12.03
ENSDARG00000088798	7.59	7.78	8.61	9.12	10.91	4.36
ENSDARG00000088799	6.34	6.06	4.94	5.64	7.12	4.42
ENSDARG00000088801	3.62	4.39	5.14	4.97	2.91	0.71
ENSDARG00000088805	10.84	7.97	9.24	16.56	13.65	2.26
ENSDARG00000088807	4.5	4.47	6.37	2.58	5.64	4.28
ENSDARG00000088810	66.78	34.46	51.96	93.79	57.03	25.65
ENSDARG00000088813	0.02	0	0	0	0.07	0
ENSDARG00000088816	6.82	3.36	2.81	3.27	2.95	4.53
ENSDARG00000088817	8.41	7.7	7.63	3.88	6.54	10.09
ENSDARG00000088820	14.49	9.33	6.02	5.22	9.21	6.17
ENSDARG00000088823	0	0	0	0.37	0	0
ENSDARG00000088825	93.1	64.83	133.47	143.14	131	58.34
ENSDARG00000088828	4.9	3.69	5.05	1.58	3.13	0.32
ENSDARG00000088831	0.51	0.44	0.3	0.36	0.53	0.06
ENSDARG00000088833	4.01	5.78	2.61	4.15	2.89	1.84
ENSDARG00000088835	10.98	13.6	10.64	12.68	15.08	15.22
ENSDARG00000088841	10.62	8.32	11.79	10.96	8.3	15.19
ENSDARG00000088842	7.66	5.84	11.98	8.19	12.26	1.89
ENSDARG00000088844	11.46	14.83	11.83	15.11	15.9	19.2
ENSDARG00000088859	0	0	0	0	0	0
ENSDARG00000088862	8.49	8.43	7.95	5.89	6.47	2.58
ENSDARG00000088870	1.34	3.22	3.56	2.95	3.2	1.91
ENSDARG00000088872	0	0	0	0	0	0
ENSDARG00000088877	5.43	3.83	8.28	5.09	5.04	3.35
ENSDARG00000088878	6.55	5.74	5.1	5.25	2.86	3.14
ENSDARG00000088881	0.61	0.54	0.96	0.43	0.72	1.12
ENSDARG00000088882	2.64	9.81	1.51	1.82	3.93	26.68
ENSDARG00000088885	0	0.13	0	0	0	0
ENSDARG00000088891	0	0.69	0.78	0	0	0
ENSDARG00000088893	0	0.56	0	0	0.16	4.3
ENSDARG00000088898	17.39	15.89	14.73	18.61	22.97	6.88
ENSDARG00000088899	30.8	25.19	30.29	24.94	28.29	17.77
ENSDARG00000088924	4.51	5.4	3.3	5.57	2.91	7.41
ENSDARG00000088927	0	0.19	0	0	0.2	0.19
ENSDARG00000088929	133.78	164.6	125.94	272.44	166.7	178.57
ENSDARG00000088959	55.94	43.91	37.15	28.65	29.07	20.18
ENSDARG00000088967	9.11	19.73	17.75	9.37	13.56	8.61
ENSDARG00000088972	0.63	1.5	0.67	0.7	0.8	1.25
ENSDARG00000088975	1.47	5	4.9	2.79	7.29	1.79
ENSDARG00000088981	3.26	1.84	2.49	3.53	3.26	1.25
ENSDARG00000088985	0.12	0.44	0.62	0.25	1.2	0
ENSDARG00000088989	0	0.84	1.91	0	0	0
ENSDARG00000088999	4.61	6.73	3.23	6.64	7.14	5.39
ENSDARG00000089000	0	0.16	0	0	0.18	0
ENSDARG00000089004	0.93	2.57	1.42	0.22	0.5	0
ENSDARG00000089009	22.19	25.73	15.79	13.49	22.86	25.77
ENSDARG00000089019	12.19	9.81	10.6	9.11	6.21	5.73
ENSDARG00000089026	0	0	0.27	0.33	0.32	0
ENSDARG00000089032	21.28	19.92	18.28	19.18	18.73	26.37
ENSDARG00000089033	9.11	6.95	8	10.31	10.71	13.26
ENSDARG00000089042	119.44	116.58	47.81	68.05	118.74	75.09
ENSDARG00000089043	9.9	10.66	14.26	11.64	23.02	13.1
ENSDARG00000089050	1.27	0.93	0.82	0.63	1.68	0.56
ENSDARG00000089055	208.7	151.36	163.08	233.52	184.06	174.08
ENSDARG00000089060	0	0	0	0	0	0
ENSDARG00000089063	0.22	0.91	0.07	0.09	0	0
ENSDARG00000089066	29.41	32.24	18.24	29.01	23.98	53.46
ENSDARG00000089067	0	0	0	0	0	0
ENSDARG00000089071	3.01	3.3	2.43	2.71	2.67	1.11
ENSDARG00000089075	16.67	18.18	16.01	12.41	18.21	18.15
ENSDARG00000089076	94.65	75.74	66.21	72.51	79.29	57.5
ENSDARG00000089077	0	0	0	0	0.14	0
ENSDARG00000089078	3.38	2.17	2.48	4.24	7.57	0.58
ENSDARG00000089086	0	0	0.17	0.83	0	0
ENSDARG00000089087	7834.33	13494.58	20953.11	6841.53	8371.02	29422.83
ENSDARG00000089088	0.16	0.84	0.69	1.95	0.77	1.72
ENSDARG00000089092	1.92	2.56	2.54	2.62	2.8	0.58
ENSDARG00000089094	0	0	0	0.39	0.07	0
ENSDARG00000089101	21.99	19.58	19.51	16.33	18.2	4.27
ENSDARG00000089109	81.23	75.1	59.95	74.25	85.99	32.71
ENSDARG00000089110	3.15	0.75	2.76	1.45	1.25	0
ENSDARG00000089112	0	0	0	0	0.07	0
ENSDARG00000089123	0	0	0	0.14	0	0
ENSDARG00000089129	1.21	0.09	0.09	1.28	0.5	0.76
ENSDARG00000089131	0.07	0	0	0.09	0	0
ENSDARG00000089138	28.77	31.02	22.57	40.55	29.44	38.63
ENSDARG00000089139	6.47	5.9	5.28	6.71	6.71	4.13
ENSDARG00000089142	5.16	7	6.41	6.37	10.5	14.24
ENSDARG00000089149	0	0	0	0.4	0	1.06
ENSDARG00000089156	45.27	58.77	96.81	50.72	67.05	34.9
ENSDARG00000089158	0	0.87	3.13	0.42	1.49	0
ENSDARG00000089159	0	0.15	0	0.17	0	0
ENSDARG00000089162	2.15	2.08	1.13	1.4	1.45	0.24
ENSDARG00000089172	28.66	16.36	35.64	37	25.18	11.2
ENSDARG00000089177	0.87	1.31	0.24	0.57	0.71	0
ENSDARG00000089179	6.46	13.63	17.01	9.85	16.11	15.7
ENSDARG00000089181	0	0	0	0.21	0	0
ENSDARG00000089183	1.83	0.54	1.29	0	0	2.36
ENSDARG00000089185	0	0	0	0.05	0	0
ENSDARG00000089187	2.07	5.26	27.04	7.71	15.49	9.17
ENSDARG00000089190	16.7	9.46	19.57	16.05	14.68	2.13
ENSDARG00000089202	1.44	0	0	0	0	0
ENSDARG00000089204	164.25	139.36	110.64	161.64	123.25	125.42
ENSDARG00000089205	0	0.42	0	0	0.16	0
ENSDARG00000089207	21.31	19.35	26.23	21.02	20.28	16.24
ENSDARG00000089212	0	0	0	0	0	0
ENSDARG00000089213	10.5	11.19	11.33	6.18	7.65	5.13
ENSDARG00000089216	2.61	2.41	0.14	2.13	0.32	2.47
ENSDARG00000089217	6.96	61.24	3.25	3.84	4.77	78.26
ENSDARG00000089221	2.84	2.29	3.34	2.12	2.14	1.33
ENSDARG00000089223	8.05	10.43	2.98	2.31	7.36	2.16
ENSDARG00000089225	16.25	13.45	10.61	15.35	13.38	11.8
ENSDARG00000089227	3.39	1.85	3.35	1.98	4.43	2.34
ENSDARG00000089230	11.75	12.62	9.09	12.26	16.91	14.28
ENSDARG00000089232	32.02	37.38	29.28	35.36	39.87	43.97
ENSDARG00000089233	0	0	0.19	0	0	0
ENSDARG00000089235	0.04	0	0	0.04	0	0.04
ENSDARG00000089236	7.64	6.3	8.73	12.19	8.91	4.81
ENSDARG00000089237	0	0.43	0.52	0.5	0.23	0.81
ENSDARG00000089243	55.06	41.28	45.49	46.49	59.33	56.39
ENSDARG00000089245	50.21	53.48	48.31	47.12	39.06	56.83
ENSDARG00000089248	1.95	0.63	0.97	0.58	0.14	0.77
ENSDARG00000089255	128.33	87.63	101.5	99.97	115.6	44.11
ENSDARG00000089260	8.06	5.04	8.54	6.93	6.9	5.82
ENSDARG00000089262	10.18	7.14	18.91	9.57	16.31	1.73
ENSDARG00000089276	3.62	1.12	5.97	6.05	3.04	0
ENSDARG00000089291	4.9	5.44	2.91	5.47	3.7	1.73
ENSDARG00000089292	9.31	6.11	10.31	11.43	10.29	5.1
ENSDARG00000089302	96.46	116.17	114.68	124.73	121.88	125.86
ENSDARG00000089303	23.9	24.85	17.38	22.07	29.2	25.69
ENSDARG00000089307	2.3	0.79	1.01	1.22	0.73	2.43
ENSDARG00000089310	0	0.09	0.36	0	0.92	0.67
ENSDARG00000089312	0	0.5	0.12	0	0	0.51
ENSDARG00000089314	87.43	84.02	92.6	61.2	95.31	37.59
ENSDARG00000089320	1.94	1.46	3.49	0.47	5.04	1.17
ENSDARG00000089326	0.31	5.46	0.3	0.17	0.06	0.74
ENSDARG00000089327	0	0.25	0.28	0.1	0.54	0
ENSDARG00000089331	0.98	1.47	1.62	0.13	0	0
ENSDARG00000089333	1.62	0.91	2.03	0.18	1.53	0.47
ENSDARG00000089334	0.1	0.31	0.79	0	0.9	0
ENSDARG00000089338	4.09	3.26	6.54	1.31	3.98	0.33
ENSDARG00000089340	35.87	22.84	44.47	49.93	47.91	25.22
ENSDARG00000089345	4.21	5.25	3.72	3.54	5.12	2.41
ENSDARG00000089354	79.3	85.46	74.25	86.8	105.21	121.59
ENSDARG00000089355	16.76	19.63	16.14	17.46	18.17	25.66
ENSDARG00000089357	4.63	6.33	7.49	8.08	8.16	2.28
ENSDARG00000089361	0.23	0.12	0	0.56	0	0
ENSDARG00000089362	5.38	8.64	8.65	6.3	9.24	5.39
ENSDARG00000089368	19.24	28.73	21.51	26.55	14.15	16.76
ENSDARG00000089369	5.91	4.35	4.21	6.95	6.21	2.74
ENSDARG00000089372	330.93	444.46	326.32	342.87	275.48	856.9
ENSDARG00000089377	0	0.17	0	0.39	0	0
ENSDARG00000089383	2.25	0.73	1.95	0.34	0.97	0
ENSDARG00000089388	0.37	0.77	0.32	0.56	1.49	0.28
ENSDARG00000089390	1.43	1.35	3.24	1.78	1.46	0.44
ENSDARG00000089402	7.36	10.49	11.7	1.84	4.74	5.66
ENSDARG00000089404	0.92	0.99	1.22	0.64	0.77	0.82
ENSDARG00000089413	269.46	147.52	166.57	236.35	408.73	93.54
ENSDARG00000089418	65.4	63.21	38.92	52.72	46.9	33.39
ENSDARG00000089428	3.45	4.31	1.41	1.14	1.36	2.64
ENSDARG00000089429	0	0.08	0.07	0.09	0.17	0
ENSDARG00000089432	0	0.11	0.11	0.26	0	0
ENSDARG00000089434	1.37	0.55	1.06	0.74	0.86	0
ENSDARG00000089441	0.62	1.49	0.48	0.9	1.31	0.51
ENSDARG00000089444	12.96	11.25	6.15	9.56	6.44	6.55
ENSDARG00000089456	14.4	11.91	13.86	13.26	12.14	17.25
ENSDARG00000089458	5.64	6.11	9.55	7.9	8.7	3.54
ENSDARG00000089461	11.18	9.45	6.36	10.09	6.7	7.28
ENSDARG00000089463	1.43	0.95	2.24	0.77	9.92	4.24
ENSDARG00000089467	7.87	5.45	14.89	10.86	17.38	2.07
ENSDARG00000089475	0	0.63	0.3	0	0	1.92
ENSDARG00000089477	12.83	17.61	19.83	11.1	16.43	9.16
ENSDARG00000089477	73.07	71.61	55.75	51.08	72.72	28.04
ENSDARG00000089478	0.57	0	0	0	0	0
ENSDARG00000089480	13.51	11.63	13.61	15.84	14.07	10.47
ENSDARG00000089485	1.49	0.82	1.44	1.47	1.21	0.19
ENSDARG00000089486	60.48	65.66	108.52	41.89	204.3	18.47
ENSDARG00000089489	1.36	0.62	0.86	1.49	0.72	0.52
ENSDARG00000089490	0	0.22	0.21	0.5	0.08	0.44
ENSDARG00000089505	19.11	20.94	20.82	24.39	26.3	29.33
ENSDARG00000089507	0.84	1.98	0.7	2.99	2.93	1.92
ENSDARG00000089511	0	0.56	0	0.16	0	0
ENSDARG00000089513	0.88	0.46	0.99	0.55	0.61	1.29
ENSDARG00000089513	0	0	0	0.43	0	0
ENSDARG00000089517	6.45	5.21	6.09	6.25	6.75	8
ENSDARG00000089519	1.63	0.44	3	2.16	2.36	0.68
ENSDARG00000089529	8.86	8.26	10.82	4.69	6.97	4.98
ENSDARG00000089536	13.15	12.58	15.33	8.81	15.98	7.88
ENSDARG00000089538	12.25	14.76	12.8	11	16.21	7.88
ENSDARG00000089549	30.94	14.28	26.05	39.39	17.16	14.34
ENSDARG00000089552	0.81	0	0	0	0	1.19
ENSDARG00000089553	30.89	16.63	58.76	37.75	34.24	4.05
ENSDARG00000089556	2.18	1.32	1.86	5.14	5.29	3.18
ENSDARG00000089562	24.05	20.86	26.75	21.55	30.5	9.81
ENSDARG00000089563	0.97	1.72	1.37	0.66	1.28	4.11
ENSDARG00000089564	0.99	0.9	2.13	0.35	0.78	0.18
ENSDARG00000089567	0.66	0.73	0.5	0.3	0.17	0.38
ENSDARG00000089569	1.08	0.87	1.35	1.79	1.3	1.49
ENSDARG00000089570	2.48	1.61	3.81	1.48	2.08	0
ENSDARG00000089572	31.58	37.86	28.51	36.29	27.41	45.96
ENSDARG00000089578	1.73	1.25	1.94	4.06	1.16	1.65
ENSDARG00000089581	8.71	10.81	6.85	5.29	8.55	13.95
ENSDARG00000089582	0.58	0.36	0.23	0.55	0.84	0.06
ENSDARG00000089586	14.97	7.04	5.02	6.96	13.11	4.7
ENSDARG00000089598	6.13	7.25	6.39	7.69	8.16	10.41
ENSDARG00000089607	0	0.14	0	0	0	0
ENSDARG00000089616	15.3	13.28	26.24	12.79	23.79	6.91
ENSDARG00000089626	70.4	78.45	83.41	64.15	97.48	59.46
ENSDARG00000089636	0.31	0	0.15	0.18	0.53	0.16
ENSDARG00000089637	21.48	23.06	17.45	22	18.36	23.22
ENSDARG00000089640	2.08	5.38	1.62	3.37	2.41	15.09
ENSDARG00000089641	19.7	27.99	42.74	20.88	24.52	14.41
ENSDARG00000089643	24.52	49.71	14.7	10.34	21.14	59.61
ENSDARG00000089645	3.75	11.12	5.25	2.93	4.91	2.19
ENSDARG00000089646	68.4	69.62	73.01	71.88	61.81	88.54
ENSDARG00000089661	1.2	0.76	1.1	1.21	4.69	4
ENSDARG00000089663	71.53	78.17	63.91	68.08	64.39	105.06
ENSDARG00000089667	0	0.24	5.91	0	5.38	1.04
ENSDARG00000089681	170.93	152.14	150.9	177.8	175.45	205.82
ENSDARG00000089691	0.15	0.37	0	0.12	0.11	0.05
ENSDARG00000089697	1.42	0.92	0.26	0.11	0.6	0.28
ENSDARG00000089698	10.73	9.42	8.66	10.07	9.48	12.06
