gene_id	tpm_WT_1	tpm_WT_2	tpm_WT_3	tpm_TertTP53_1	tpm_TertTP53_2	tpm_TertTP53_3
ENSDARG00000079784	17.04	19.1	17.85	12.87	21.96	9.63
ENSDARG00000079785	0	0	0	0.22	0	0
ENSDARG00000079788	18.26	18.24	19.47	20.81	19.41	29.7
ENSDARG00000079790	7.86	9.19	6.11	7.48	8.61	7.13
ENSDARG00000079791	1.63	1.69	1.14	1.42	1.27	0.51
ENSDARG00000079795	0	0	0	0	0	0
ENSDARG00000079796	7.06	11.4	9.44	9.75	11.07	6.42
ENSDARG00000079802	0.11	13.66	0.63	0.76	1.68	0.56
ENSDARG00000079805	58.23	64.48	53.63	39.56	70.16	39.81
ENSDARG00000079808	0.91	0.56	0.59	1.18	0.92	0.41
ENSDARG00000079811	7.19	8.79	12.09	9.93	9.17	3.29
ENSDARG00000079815	68.6	56.16	50.85	42.03	32.43	76.46
ENSDARG00000079816	6.97	8.45	11.08	9.24	10.97	9.2
ENSDARG00000079818	2.48	4.95	2.25	2.56	2.84	7.44
ENSDARG00000079823	176.82	157.69	158.37	144.44	107.9	188.68
ENSDARG00000079824	56.48	56.63	32.09	56.92	54.92	26.2
ENSDARG00000079826	0.7	0.62	0.34	1.6	0.61	0.11
ENSDARG00000079829	1.01	0.83	1.09	1.45	0.8	0.43
ENSDARG00000079834	0.36	0.86	1.18	0.37	0.75	0.66
ENSDARG00000079835	4.56	6.29	6.47	5.18	7.06	4.77
ENSDARG00000079840	69.28	82.75	72.04	95.25	86.16	115.96
ENSDARG00000079847	94.89	70.15	98.91	72.39	118.89	47.26
ENSDARG00000079848	32.86	31.97	29.73	29.99	36.14	31.41
ENSDARG00000079849	0	0	0	0.12	0	0
ENSDARG00000079850	8.93	9.23	11.21	7.59	12.03	8.71
ENSDARG00000079854	42.73	42.73	41.84	52.32	55.15	48.39
ENSDARG00000079857	57.07	60.45	48.87	59.96	53.24	61.12
ENSDARG00000079858	36.52	25.18	21.4	37.94	28.15	8.99
ENSDARG00000079860	20.14	16.45	10.85	9.3	16.61	5.26
ENSDARG00000079862	0.22	0.45	0.54	0.33	0.15	0.15
ENSDARG00000079869	3.06	2.23	0.45	2.04	0.81	0.38
ENSDARG00000079872	11	4.77	7.82	18.94	8.91	1.34
ENSDARG00000079873	26.15	22.19	30.25	37.27	33.29	12.42
ENSDARG00000079876	31.79	4.81	37.47	72.38	20.06	3.52
ENSDARG00000079878	8.21	11.63	6.87	5.91	10.71	9.07
ENSDARG00000079880	0	1.96	0.47	1.88	0	1.33
ENSDARG00000079881	14.86	15.5	15.26	14.67	16.23	14.13
ENSDARG00000079884	5.81	4.23	6.84	7.47	6.96	5.02
ENSDARG00000079886	10.84	15.21	9.55	16.74	11.59	22.73
ENSDARG00000079889	1.39	0.65	0.87	1.93	1.31	0.3
ENSDARG00000079891	140.79	125.47	141.08	96.53	158.93	71.5
ENSDARG00000079892	0	0.6	0.26	0.46	0.22	0.9
ENSDARG00000079895	4.83	3.79	5.32	3.89	6.13	1.53
ENSDARG00000079897	0	0.14	0	0	0	0
ENSDARG00000079900	6.68	4.86	7.02	6.89	4.38	1.51
ENSDARG00000079901	0	0	0	0	0	0
ENSDARG00000079903	0.26	0	0	0.91	0	0.54
ENSDARG00000079905	66.63	67.17	71.52	75.2	82.69	76.05
ENSDARG00000079907	0.6	0.51	2.36	0.83	0.45	0
ENSDARG00000079908	44.12	41.38	38.84	48.34	45.59	47.61
ENSDARG00000079912	65.54	51.24	110.68	75.49	104.27	25.87
ENSDARG00000079914	0	0	0	0	0	0
ENSDARG00000079915	2.32	2.18	3.03	3.81	1.98	2.59
ENSDARG00000079917	12.27	8.2	10.94	18.69	9.4	4.6
ENSDARG00000079922	4.87	7.79	3.9	1.24	3.57	8.83
ENSDARG00000079926	0.96	0.99	1.1	1.23	0.5	0
ENSDARG00000079930	4.5	4.86	3.04	3.5	4.96	6.21
ENSDARG00000079931	30.57	33.52	33.48	38.38	37.74	36.28
ENSDARG00000079932	37.82	37.88	30.72	43.77	38.17	41.71
ENSDARG00000079933	6.26	6.83	8.32	6.86	7.14	8.21
ENSDARG00000079934	14.16	12.05	12.59	11.87	13.3	13.1
ENSDARG00000079939	55.47	58.61	51.42	50.68	66.95	60.2
ENSDARG00000079945	0.1	0	0	0	0	0
ENSDARG00000079946	24.76	13.87	15.5	7.3	10.12	1.18
ENSDARG00000079947	3.99	11.11	8.32	3.02	6.59	17.65
ENSDARG00000079949	55.34	55.06	53.73	56.94	76.29	57.21
ENSDARG00000079957	0	0	0	0.34	0.08	0.15
ENSDARG00000079962	79.4	73.07	42.19	42.18	69.3	14.94
ENSDARG00000079964	31.73	0.45	36.03	46.68	35.68	5.66
ENSDARG00000079967	2.55	1.42	1.55	1.05	1.45	0.25
ENSDARG00000079972	4.15	1.41	1.73	3.03	2.51	3.99
ENSDARG00000079973	19.16	17.17	14.69	16.12	15.8	22.41
ENSDARG00000079977	29.39	34.29	21.19	39.88	33.97	27.57
ENSDARG00000079978	6.15	6	4.6	6.88	5.77	3.98
ENSDARG00000079980	2.66	0	0.44	0.26	0.27	0
ENSDARG00000079983	0.87	0.21	0.45	1.33	1.54	0.53
ENSDARG00000079985	17.81	47.02	37.27	22.68	48.69	73.55
ENSDARG00000079987	6.97	4.14	1.05	1.27	12.35	0.84
ENSDARG00000079994	7.37	6.85	8.12	8.68	11.37	4.75
ENSDARG00000080000	0	0	0	0	0	0.79
ENSDARG00000080006	9.1	7.2	8.42	9.43	9.77	5.36
ENSDARG00000080009	14.16	12.53	14.68	13.13	13.57	15.43
ENSDARG00000080010	81.64	62.52	66.09	60.1	66.62	42.1
ENSDARG00000080015	24.65	18.81	26.27	32.74	26.7	8.87
ENSDARG00000080016	0.3	0.54	1.04	0.31	1.2	0.71
ENSDARG00000080018	0.03	0	0.1	0.15	0	0.03
ENSDARG00000080019	13.36	15.07	12.99	14.42	16	12.67
ENSDARG00000080020	2.86	2.63	2.93	1.64	0.72	0.78
ENSDARG00000080021	30.09	21.79	32.98	19.97	25.69	12.86
ENSDARG00000080675	34.42	41.97	41.33	70.49	36.11	87.19
ENSDARG00000083189	1.33	1.6	1.67	0.98	1.72	0.15
ENSDARG00000086017	0.29	0.22	0.29	0.26	0.32	0.38
ENSDARG00000086025	0	0	0	0	0	0
ENSDARG00000086027	6.56	9.59	7.76	5.35	8.45	6.5
ENSDARG00000086028	0	0.08	0	0	0	0
ENSDARG00000086033	62.99	94.02	77.47	45.78	61.62	29.18
ENSDARG00000086052	0.81	0.76	0.78	0.75	0.72	0.03
ENSDARG00000086055	1.6	0.15	0	0	0	0.77
ENSDARG00000086056	0	0.09	0	0	0	0
ENSDARG00000086070	0	0.78	0.25	1.2	0.61	0.27
ENSDARG00000086075	29.38	30.38	31.43	40.66	40.39	50.35
ENSDARG00000086091	2.06	2.21	1.91	2.4	1.35	4.36
ENSDARG00000086100	15.14	14.17	16.83	14.43	14.17	7.33
ENSDARG00000086103	3.41	2.27	3.74	5.35	4.21	1.7
ENSDARG00000086104	363.83	313.4	489.72	251.03	407.23	126.63
ENSDARG00000086104	65.73	60.14	61.66	66.82	79.4	66.68
ENSDARG00000086107	4.8	7.94	8.02	5.58	7.83	7.12
ENSDARG00000086112	1.65	1.71	0.86	1.64	2.54	0.58
ENSDARG00000086114	0.14	0	0.14	0.34	0.33	0
ENSDARG00000086126	1.23	1.27	1.13	1.54	2.9	0.33
ENSDARG00000086150	30.93	21.66	26.13	18.25	24.89	18.61
ENSDARG00000086158	2.37	3.32	1.47	3.02	0.56	4.89
ENSDARG00000086159	0	0	0.1	0	0	0
ENSDARG00000086166	0.78	0.14	0	1.41	1.13	0.42
ENSDARG00000086169	6.36	11.75	8.24	8.95	9	8.63
ENSDARG00000086172	0.39	0.47	1.16	1.01	0.51	0
ENSDARG00000086173	28.25	22.81	26.5	27.88	34.02	20.97
ENSDARG00000086183	8	9.45	9.97	4.77	3.54	2.71
ENSDARG00000086184	29.44	25.31	27.75	39.1	29.63	46.45
ENSDARG00000086186	0	0	0.59	0	0	0
ENSDARG00000086189	4.82	7.52	6.36	4.16	1.64	1.42
ENSDARG00000086204	0.52	1.08	0.86	0.83	0.63	0.55
ENSDARG00000086207	13.17	7.69	12.72	16.94	15.48	3.21
ENSDARG00000086214	34.88	23.83	39.08	42.65	43.7	15.77
ENSDARG00000086215	2.58	1.11	2.43	0.83	1.8	0.36
ENSDARG00000086216	61.26	65.68	54.39	54.99	59	53.21
ENSDARG00000086218	0	0	0	0	0.52	0.49
ENSDARG00000086221	0	0	0.31	0	0	0
ENSDARG00000086222	98.08	127.83	104.57	65.92	130.09	62.58
ENSDARG00000086223	7.14	6.95	3.1	9.83	7.88	6.23
ENSDARG00000086228	0	0.56	0.51	0	0.47	0.06
ENSDARG00000086236	1.25	0.67	1.08	2.75	0.85	1.83
ENSDARG00000086245	3.81	3.35	3.42	3.99	4.4	2.62
ENSDARG00000086248	0	0	0	0	0	0
ENSDARG00000086254	0	0	0	0.34	0	0
ENSDARG00000086255	0.5	0	0	0.07	0.12	0.06
ENSDARG00000086256	5.78	6.9	8.42	5.34	6.37	2.58
ENSDARG00000086261	0	0.15	0.34	0.06	0.71	1.14
ENSDARG00000086266	0	0	0.12	0	0.07	0.2
ENSDARG00000086269	33.1	38.47	38.09	25.18	36.6	42.26
ENSDARG00000086271	1.58	1.41	2.46	0.27	0.54	0
ENSDARG00000086272	0.68	0.26	0.17	0.1	0.38	0
ENSDARG00000086283	13.28	16.47	16.11	9.35	19.64	9.01
ENSDARG00000086288	318.16	292.46	242.07	469.35	568.84	201.53
ENSDARG00000086292	3.2	2.55	2.62	5.83	2.44	2.62
ENSDARG00000086296	10.05	7.89	6.94	10.72	9.36	6.01
ENSDARG00000086300	68.03	69.91	43.33	22.09	55.02	11.41
ENSDARG00000086302	45.35	56.67	41.69	38.78	49.33	49.21
ENSDARG00000086309	28.57	26.63	26.42	28.55	33.09	19.13
ENSDARG00000086310	4.86	2.93	2.36	1.8	2.26	1.38
ENSDARG00000086314	1.12	1.93	2.65	0.62	1.09	0.32
ENSDARG00000086317	20.68	24.49	19.09	21.84	20.8	24.98
ENSDARG00000086324	4.64	2.16	3.44	6.64	2.78	4.17
ENSDARG00000086327	10.9	14.21	10.57	7.14	13.51	20.25
ENSDARG00000086332	38.99	29.44	39.22	30.8	31.14	25.11
ENSDARG00000086336	8.54	9.85	17.39	15.79	19.65	10.54
ENSDARG00000086337	4.33	3.15	3.43	4.4	7.58	4.58
ENSDARG00000086342	23.51	25.96	24.75	30.16	22.83	23.83
ENSDARG00000086345	4.05	3.72	4.26	3.06	4.52	0.92
ENSDARG00000086358	0	0	0	0	0	0
ENSDARG00000086362	11.33	6.3	6.87	8.13	6.93	0.58
ENSDARG00000086369	1.21	1.09	1.05	1.26	1.1	0.72
ENSDARG00000086374	4.72	3.8	11.81	7.98	49.76	33.59
ENSDARG00000086378	0	0	0	0	0	0
ENSDARG00000086390	0.34	0	0	0	0	0.12
ENSDARG00000086391	0.06	0.89	0.12	0.22	0.55	0.39
ENSDARG00000086393	6.13	2.26	2.78	8.55	1.42	1.87
ENSDARG00000086405	14.79	9.17	10.47	8.23	11.52	5.68
ENSDARG00000086411	76.19	62.66	63.12	63.73	71.18	74.2
ENSDARG00000086416	24.19	14.77	22.61	31.25	16.48	27.3
ENSDARG00000086418	0	0.03	0.03	0	0	0
ENSDARG00000086419	0	0	0	0	0	0.73
ENSDARG00000086421	2.65	12.57	3.35	6	4.13	3.91
ENSDARG00000086425	13.95	10.54	10.74	13.24	14.2	12.53
ENSDARG00000086450	16.13	18.25	15.79	15.71	16.99	20.68
ENSDARG00000086452	1.52	2.08	2.72	2.28	2.29	1.4
ENSDARG00000086453	0	1.24	0	0	0.15	0.85
ENSDARG00000086457	1.73	1.98	2.83	2.82	2.78	1.63
ENSDARG00000086458	9.35	9.5	10.02	10.38	10.02	10.99
ENSDARG00000086459	9.3	12.29	11.08	9.67	10.94	12.16
ENSDARG00000086463	52.68	56.04	72.49	64.76	78.2	68.36
ENSDARG00000086471	26.55	27.44	21.63	37.71	37.9	23.73
ENSDARG00000086481	5.15	2.5	5.89	3.26	3.75	2.38
ENSDARG00000086483	0	0	0	0	0.07	0
ENSDARG00000086484	1.85	0.87	1.77	1	1.5	0.24
ENSDARG00000086490	17.41	18.98	20.18	23.67	19.76	15.28
ENSDARG00000086493	2.71	3.02	1.34	3.11	2.73	0.99
ENSDARG00000086498	0	0.05	0	0.27	0	0.19
ENSDARG00000086505	42.42	38.02	53.02	65.78	62.33	8.04
ENSDARG00000086511	0	0	0	0	0	0
ENSDARG00000086512	6.12	4.25	5.26	4.32	2.08	0.51
ENSDARG00000086522	0	0.23	0.11	0.13	0.13	0
ENSDARG00000086523	7.65	10.62	6.95	8.1	8.82	7.63
ENSDARG00000086539	1.92	0.83	3.11	1.17	1.55	0.38
ENSDARG00000086550	0.05	0.25	0.05	0	0.08	0
ENSDARG00000086551	19.84	22.38	16.2	13.41	22.5	23.15
ENSDARG00000086553	12.5	15.31	12.59	17.02	20.04	11.82
ENSDARG00000086569	1.76	0.64	1.19	1.09	1.11	0.97
ENSDARG00000086571	0	0	0	0	0	0
ENSDARG00000086585	42.57	38.14	34.22	41	34.11	32.71
ENSDARG00000086603	0	0	0	0.66	0.13	0
ENSDARG00000086616	0.28	0.18	0.34	0.88	0.63	0
ENSDARG00000086618	147.91	160.27	141.76	151.19	115.52	137.83
ENSDARG00000086626	31.63	33.61	30.73	30.38	39.01	32.82
ENSDARG00000086628	7.57	6.78	4.61	5.22	3.49	3.95
ENSDARG00000086631	0.9	0.98	0.86	0.83	0.91	0.78
ENSDARG00000086645	18.3	16.99	9.06	8.71	15.67	3.06
ENSDARG00000086647	0.36	0.18	0.23	0	0.1	0.12
ENSDARG00000086650	0.75	0.89	0.78	0.18	0.46	0
ENSDARG00000086654	0	0	0	0	0.21	0
ENSDARG00000086655	13.36	11.22	15.33	17.55	13.6	13.81
ENSDARG00000086661	4.99	8.73	7.22	3.89	5.87	1.73
ENSDARG00000086665	174.71	91.88	197.2	125.36	123.45	25.09
ENSDARG00000086669	2.14	0	0	0	0	0
ENSDARG00000086670	26.27	16.25	13.06	17.48	21.46	19.71
ENSDARG00000086678	15.13	14	16.87	15.38	13.97	8.72
ENSDARG00000086679	0.29	0	0.05	0.17	0.21	0.2
ENSDARG00000086685	0.49	1.51	0.29	0.58	0.55	0.62
ENSDARG00000086691	24.5	10.76	13.97	20.03	13.2	17.04
ENSDARG00000086692	0.16	0	0	0	0	0
ENSDARG00000086699	35.78	31.29	36.83	35.52	34.15	47.53
ENSDARG00000086703	2.86	3.69	2.93	4.31	4.46	3.72
ENSDARG00000086705	0	0	0.06	0.12	0.02	0
ENSDARG00000086706	180.92	168.42	149.63	227.59	185.17	214.07
ENSDARG00000086712	7.07	4.7	4.14	5.06	4.25	6.44
ENSDARG00000086724	3.22	12.4	8.34	4.15	4.11	20.77
ENSDARG00000086737	13.63	15.07	12.09	12.76	13.01	8.34
ENSDARG00000086739	2.43	1.95	2.99	1.37	0.81	1.22
ENSDARG00000086740	84.57	81.7	74.81	67.12	68.56	51.82
ENSDARG00000086746	92.05	89.08	69.21	50.28	86.59	22.26
ENSDARG00000086753	23.92	26.95	19.75	36.65	24.43	32.08
ENSDARG00000086756	7.98	11.8	10.19	10.7	12.26	6.65
ENSDARG00000086762	1.14	2.29	2.9	2.64	0.96	0.83
ENSDARG00000086764	13.03	10.09	10.35	19.16	24.4	17.42
ENSDARG00000086775	31.67	28.15	30.47	34.45	47.57	28.97
ENSDARG00000086778	19.23	17.77	16.96	13.76	21.57	3.41
ENSDARG00000086786	1.59	2.9	2.4	2.53	2.3	0.64
ENSDARG00000086789	35.99	30.83	35.93	40.81	47.42	41.26
ENSDARG00000086790	40.46	51.4	75.58	39.64	58.97	42.4
ENSDARG00000086805	4.02	1.82	7.93	9.72	9.69	3.97
ENSDARG00000086808	14.87	17.84	11.86	13.8	15.51	14.08
ENSDARG00000086815	1.92	1.33	1.37	0.38	1.58	0.34
ENSDARG00000086819	0	0.03	0.1	0.06	0.03	0
ENSDARG00000086825	3.51	2.39	1.3	1.47	3.58	3.31
ENSDARG00000086826	28.01	22.2	20.03	10.07	12.03	21.7
ENSDARG00000086831	10.49	7.36	12.25	15.48	7.85	18.78
ENSDARG00000086840	2.71	1.57	0.98	1.1	1.48	0.14
ENSDARG00000086842	138.44	195.34	113.2	67.46	79.85	310.47
ENSDARG00000086847	1.24	0.76	1.06	0.34	2.25	0.12
ENSDARG00000086848	37.16	31.68	29.95	32.06	22.72	33.54
ENSDARG00000086851	1.46	1.46	1.45	2.5	1.76	1.05
ENSDARG00000086856	13.92	22.01	9.64	12.79	9.05	11.6
ENSDARG00000086874	0.24	0.44	0.14	0.31	0.16	0.36
ENSDARG00000086877	130.32	140.79	71.28	117.53	91.02	101.33
ENSDARG00000086879	2.74	1.66	2.31	5.76	1.34	5.8
ENSDARG00000086881	71.43	108.02	66.6	42.61	52.9	242.14
ENSDARG00000086892	4.1	4.98	2.66	2.89	4.8	1.06
ENSDARG00000086896	58.03	55.49	48.36	50.86	47.48	40.15
ENSDARG00000086897	1.12	0.36	0.53	1.38	0.89	1.55
ENSDARG00000086903	1.68	1.04	2.49	2.2	6.66	3.19
ENSDARG00000086906	26.81	26.84	25.78	28.95	32.37	29.79
ENSDARG00000086911	16.43	19.82	19.54	21.46	11.55	31.55
ENSDARG00000086927	21.8	19.1	19.81	22.12	21.48	12.57
ENSDARG00000086931	9.93	14.55	8.48	8.82	13.59	8.13
ENSDARG00000086933	0.12	0.42	0.97	0.34	0.26	0.24
ENSDARG00000086956	0.21	0.14	1.25	2.74	0	0.23
ENSDARG00000086957	0	0	0	0	0.07	0
ENSDARG00000086977	2.2	1.92	2.73	1.31	3.02	1.7
ENSDARG00000086980	16.49	16.27	15.08	13.65	15.86	13.45
ENSDARG00000086985	57.59	53.22	74.96	54.84	56.91	28.22
ENSDARG00000086990	22.37	20.51	26.33	21.36	31.71	12.58
ENSDARG00000086996	4.75	3.1	1.91	3.36	5.78	1.67
ENSDARG00000086998	0.4	0.53	0.22	0.88	0.82	0.72
ENSDARG00000087013	0.43	0.07	0.15	0.47	0.24	0.76
ENSDARG00000087016	2.37	3.08	3.79	5.13	3.16	5.97
ENSDARG00000087017	1.35	3.07	0.2	1.93	0.12	1.09
ENSDARG00000087032	0.06	0.72	0.34	0.61	0.25	1.2
ENSDARG00000087040	15.06	10.62	15.92	16.63	16.76	7.68
ENSDARG00000087046	11.79	8.33	7.97	7.66	9.88	11.06
ENSDARG00000087048	12.16	14	10.28	11.74	8.82	19.66
ENSDARG00000087054	0	0	0	0.18	0	0
ENSDARG00000087057	1.8	1.72	1.07	0.14	1.68	0.77
ENSDARG00000087059	3.22	3.84	1.6	4.23	3.01	1.36
ENSDARG00000087074	11.2	13.37	13.6	9.86	13.17	9.74
ENSDARG00000087084	0.61	0.92	1.44	0.73	1.4	0.3
ENSDARG00000087087	1.57	0.67	2.24	2.54	2.07	0.78
ENSDARG00000087088	7.2	6.73	9.67	6.94	8.83	7.83
ENSDARG00000087093	0.33	0.77	0	0	0	0
ENSDARG00000087094	2.01	2.08	0.93	0.28	0.09	0.25
ENSDARG00000087099	0	0	0	0.39	0.25	0
ENSDARG00000087100	11.74	23.05	8.6	14.79	13.79	43.05
ENSDARG00000087107	2.58	1.39	1.97	2.63	3.23	1.03
ENSDARG00000087110	8.98	7.04	6.79	6.28	6.56	0.82
ENSDARG00000087120	0	0	0	0	0.06	0
ENSDARG00000087131	0.41	0.27	0.25	1.68	0.24	0.14
ENSDARG00000087144	3.61	2.14	2.8	0.92	2.2	2.73
ENSDARG00000087145	8.26	6.9	7.58	9.15	7.92	7.88
ENSDARG00000087152	2.62	2.61	3.39	3.98	3.77	1.62
ENSDARG00000087162	6.67	6.88	7.68	7.19	8.13	7.28
ENSDARG00000087166	0	0	0	0	0	0
ENSDARG00000087176	0.99	1.18	1.57	1.42	1.76	1.57
ENSDARG00000087178	1.37	0	0	0	0	0
ENSDARG00000087180	32.01	39.18	27.92	31.71	31.56	49.33
ENSDARG00000087181	16.24	10.25	11.24	11.13	13.78	3.64
ENSDARG00000087186	50.92	59.13	66.8	74.14	53.81	68.01
ENSDARG00000087187	16.37	43.14	9.9	14.47	12.42	105.12
ENSDARG00000087188	75.54	97.5	100.04	176.27	65.55	127.45
ENSDARG00000087191	2.34	1.3	2.36	2.17	1.52	0.5
ENSDARG00000087193	1.31	0.98	0.59	0.99	3.25	0.13
ENSDARG00000087195	0.46	0.47	0.52	0.86	0.88	0.35
ENSDARG00000087196	6.29	8.51	11.02	7.85	7.24	1.95
ENSDARG00000087197	0.14	0.24	0.17	0.34	0.5	0.39
ENSDARG00000087198	0.94	0.49	1.05	6.06	0.95	0.25
ENSDARG00000087203	0	0.41	0.46	0.16	0.07	0.14
ENSDARG00000087205	42.79	43.19	47.52	42.18	46.9	31.51
ENSDARG00000087224	10.86	12.76	9.39	8.42	12.38	6.65
ENSDARG00000087225	0.04	0	0.4	0.14	0.09	0.26
ENSDARG00000087226	21.41	23.59	19.52	21.05	22.01	26.16
ENSDARG00000087227	0.37	0	0.06	0	0	0.2
ENSDARG00000087229	77.93	77.78	83.77	66.36	86.9	89.09
ENSDARG00000087238	3.49	4.52	3.19	5.15	5.73	3.89
ENSDARG00000087241	47.37	83.48	36.29	29.4	33.84	98.61
ENSDARG00000087243	93.58	79.3	94.48	130.48	139.33	76.95
ENSDARG00000087245	0	0.5	0.37	0	0	0
ENSDARG00000087247	10.51	9.9	9	8.45	11.19	12.53
ENSDARG00000087251	0.7	0.92	1.17	1.75	0.12	1.45
ENSDARG00000087258	69.14	67.17	39.54	83.06	62.55	45.93
ENSDARG00000087260	54.14	44.15	43.96	20.84	42.87	7.09
ENSDARG00000087262	11.64	10.4	10.02	8.37	5.98	8.8
ENSDARG00000087265	0	0	0	0	0	0
ENSDARG00000087277	49.58	37.56	38.34	34.65	41.28	59.83
ENSDARG00000087285	0	0	0	0	0	0
ENSDARG00000087290	4.23	7.52	4.96	7.18	2.11	0
ENSDARG00000087293	0.5	0.89	0.73	0.83	0.23	0.77
ENSDARG00000087297	0	0	0	0	0	0
ENSDARG00000087299	15.15	11.11	9.72	16.53	13.66	15.69
ENSDARG00000087301	0	0	0	0	0	0
ENSDARG00000087303	40.18	35.85	43.8	53.37	18.08	19.44
ENSDARG00000087311	1.03	0.85	0.92	1.84	0.82	1.74
ENSDARG00000087319	6.45	7.87	7.54	6.44	9.18	5.07
ENSDARG00000087327	21.79	23.75	22.87	31.89	28.11	29.22
ENSDARG00000087330	72.37	71.36	70.49	71.01	80.58	88.64
ENSDARG00000087331	19.56	27.51	19.24	24.95	21.71	28.78
ENSDARG00000087333	74.63	68.7	69.35	88.49	89.69	65.83
ENSDARG00000087346	17.06	18.9	18.02	21.72	19.85	22.79
ENSDARG00000087349	0	0.68	0.18	1.09	0	0
ENSDARG00000087352	1.53	0.7	2.19	0.95	1.13	0.19
ENSDARG00000087359	0.19	0	0.09	0.03	0	0
ENSDARG00000087363	0	0	0	0	0	0.46
ENSDARG00000087369	4.98	4.24	3.1	4.23	4.31	5.83
ENSDARG00000087373	1.74	0.71	1.28	0.38	0.75	0.21
ENSDARG00000087375	0	0.09	0.09	0	0	0
ENSDARG00000087381	0.72	0	0	0.35	0.17	0
ENSDARG00000087388	0	2.51	1.2	0.41	0	0
ENSDARG00000087393	0.86	0.97	0.75	0.68	0.75	0.61
ENSDARG00000087394	12.22	51.92	11.68	6.18	10.38	134.76
ENSDARG00000087401	1.92	2.81	2.05	3.05	3.34	3.21
ENSDARG00000087402	142.9	161.25	90.72	163.54	135.81	92.38
ENSDARG00000087403	0.21	0.33	0.84	0.13	0	0
ENSDARG00000087407	0.96	0.3	0.47	0.68	0.97	0.3
ENSDARG00000087413	8.19	17.68	11.27	7.57	10.3	17.33
ENSDARG00000087417	15.27	21.03	18.64	18.45	18.57	15.67
ENSDARG00000087421	144.06	125.56	123.97	188.72	207.14	169.32
ENSDARG00000087424	0	0.25	0	0	0	0
ENSDARG00000087426	73.16	134.32	107.63	86.26	119.87	318.34
ENSDARG00000087438	0	0	0	0	0	0
ENSDARG00000087440	0	0.14	0	0.32	0	0.14
ENSDARG00000087443	142.41	142.77	153.65	203.9	141.11	170.78
ENSDARG00000087446	11.66	10.78	14.68	10.89	12.13	0.22
ENSDARG00000087453	7.38	6.67	5.74	7.57	8.51	8.15
ENSDARG00000087457	1.84	3.91	3.65	1.5	2.64	0
ENSDARG00000087461	4.91	4.46	4.93	7.19	3.79	6.36
ENSDARG00000087473	32.09	25.68	27.6	32.44	23.61	23.73
ENSDARG00000087474	2.91	4.14	3	1.01	4.44	10.91
ENSDARG00000087476	0	0	0	0	0.18	0
ENSDARG00000087483	6.37	4.69	5.29	4.44	8.1	3.94
ENSDARG00000087489	9.06	5.3	7.56	7.07	5.37	3.11
ENSDARG00000087492	0.45	0.46	0.57	0.1	0.5	0
ENSDARG00000087517	100.99	82.91	57.5	78.34	87.87	22.2
ENSDARG00000087525	7.24	5.48	5.76	2.62	4.84	4.1
ENSDARG00000087528	19.49	20.15	16.03	20.98	19.81	20.64
ENSDARG00000087529	14.69	14.95	12.94	14.57	15.35	26.5
ENSDARG00000087530	8.49	10.17	11.38	12	12.43	10.54
ENSDARG00000087532	0.03	0	0.21	0.03	0.13	0
ENSDARG00000087536	4.6	5.8	3.82	3.86	4.76	5.3
ENSDARG00000087538	109.54	87.41	108.48	134.53	128.39	82.82
ENSDARG00000087554	4.45	7.08	1.18	1.04	11.5	1.38
ENSDARG00000087555	8.79	7.54	7.02	10.98	16.61	10.54
ENSDARG00000087556	7.54	2.33	6.5	11.48	5.23	5.77
ENSDARG00000087564	0.53	0.05	0.26	0.25	1.17	0.22
ENSDARG00000087573	13.93	13.34	16.58	14.65	14.1	6.84
ENSDARG00000087574	0	0.09	0.04	0	0.29	0
ENSDARG00000087596	3.04	2.89	2.23	3.39	2.18	0.75
ENSDARG00000087599	15.31	13.41	7.95	10.39	15.5	6.6
ENSDARG00000087601	30.63	23.1	36.17	36.21	34.38	10.32
ENSDARG00000087611	11.61	8.17	10.1	10.39	8.17	3.08
ENSDARG00000087616	171.99	118.82	187.83	286.92	261.71	117.96
ENSDARG00000087625	0.19	0	0	0	0	0
ENSDARG00000087631	0	0	0.15	0	0	0
ENSDARG00000087633	0.2	0.78	0.2	0.59	0.44	0.7
ENSDARG00000087636	499.78	546.95	393.56	546.93	538	778.67
ENSDARG00000087640	70.76	78.21	78.38	86.83	86.3	74.95
ENSDARG00000087641	0.76	0.41	0.52	0.58	0.2	0.38
ENSDARG00000087645	5.47	4.36	4.03	6.69	3.85	2.66
ENSDARG00000087646	1.7	1.79	3.04	1.99	2.3	0.24
ENSDARG00000087647	53.96	49.09	48.12	63.28	64.45	55.41
ENSDARG00000087651	0.45	1.02	0	0	0.13	1.68
ENSDARG00000087657	96.88	86.1	83.8	78.69	81.15	40.37
ENSDARG00000087657	5.52	3.91	4.09	4.39	3.91	2.72
ENSDARG00000087659	1.53	1.31	2.92	3.75	3.98	2.12
ENSDARG00000087663	2.21	6.39	0.37	2.87	2.28	0
ENSDARG00000087674	4.65	6.46	3.4	6.28	7.38	10.17
ENSDARG00000087681	11.25	16.64	7.94	4.56	13.36	4.36
ENSDARG00000087688	23.9	37.04	20.8	27.79	30.78	68.75
ENSDARG00000087693	56.28	53.94	41.99	63.28	37.96	62.23
ENSDARG00000087697	11.14	30.12	34.1	4.55	16.72	2.8
ENSDARG00000087704	11.52	5.56	5.88	4.94	8.03	3.07
