ensembl_gene_id	tpm_Tert_1	tpm_Tert_2	tpm_Tert_3	tpm_TertTP53_1	tpm_TertTP53_2	tpm_TertTP53_3
ENSDARG00000003269	92.85	101.44	88.64	155.08	161.05	72.57
ENSDARG00000003270	36.2	33.99	24.91	37.19	39.67	24.91
ENSDARG00000003281	107.25	141.75	72.57	168.29	195.51	215.69
ENSDARG00000003287	12.83	15.71	13.14	15.16	13.4	12.7
ENSDARG00000003290	16.18	17.22	9.63	14.45	21.29	9.06
ENSDARG00000003293	106.92	109.81	85.64	75.67	107.08	22.19
ENSDARG00000003303	6.35	6.6	12.56	7.68	5.47	7.47
ENSDARG00000003307	15.95	18.2	14.06	21.03	19.24	13.27
ENSDARG00000003308	221.82	211.62	183.13	301.45	261.28	258.39
ENSDARG00000003311	110.6	59.64	62.29	83.67	95.19	161.43
ENSDARG00000003313	5.14	3.55	4.12	0.18	0.09	0
ENSDARG00000003320	62.83	49.77	58.47	80.94	85.9	86.9
ENSDARG00000003326	10.16	5.32	4.7	6.89	7.84	2.1
ENSDARG00000003328	7.87	6.91	11.74	4.99	6.56	7.43
ENSDARG00000003344	0.08	0.04	0	0.05	0.22	0.09
ENSDARG00000003373	35.75	48.2	43.84	52.09	42.99	45.12
ENSDARG00000003375	17.29	18.49	15.32	14.77	9.55	9.06
ENSDARG00000003380	7.62	12.45	10.55	17.72	12.95	17.52
ENSDARG00000003381	2.38	1.4	11.8	0.83	0.66	0.23
ENSDARG00000003382	34.79	33.32	36.51	60.59	56.96	71.93
ENSDARG00000003383	47.88	42.26	30.54	57.62	52.01	57.32
ENSDARG00000003395	0	0.64	0.02	0.15	0	0
ENSDARG00000003398	6.53	6.75	7.32	5.51	5.57	5.13
ENSDARG00000003399	22.12	4.57	3.29	0.65	7.16	38.36
ENSDARG00000003403	14.91	35.26	23.81	47.36	53.05	18.78
ENSDARG00000003411	0.27	2.41	2.64	2.25	0.97	0
ENSDARG00000003414	0.29	0.71	0.85	2.86	0	0
ENSDARG00000003420	13.33	21.27	14.4	21.4	15.49	17.82
ENSDARG00000003421	2.39	1.75	4.46	4.17	3.99	1.6
ENSDARG00000003429	325.78	270.73	267.24	303.28	308.04	362.21
ENSDARG00000003444	37.24	34.29	31.13	30.01	26.85	19.22
ENSDARG00000003446	14.52	10.62	33.53	5.12	9.05	4.87
ENSDARG00000003449	21.64	8.55	12.28	7.8	14.77	15.01
ENSDARG00000003462	2.45	1.11	1.14	1.04	1.14	1.34
ENSDARG00000003469	0.54	0.97	0.44	0.27	2.25	0.31
ENSDARG00000003475	6.84	5.29	11.26	5.95	5.09	5.59
ENSDARG00000003486	98.23	119.54	103.04	105.32	117.32	65.69
ENSDARG00000003487	55.28	37.5	44.89	38.94	42.56	61.15
ENSDARG00000003495	130.97	92.02	86.04	126.81	153.72	142.64
ENSDARG00000003512	156.99	111.3	108.31	179.68	196.05	203.49
ENSDARG00000003517	24.77	35.22	18.22	33.34	19.98	19.69
ENSDARG00000003519	11.07	12.78	16.23	17.24	14.82	14.81
ENSDARG00000003520	35.52	32.17	23.52	29.81	24.78	26.01
ENSDARG00000003526	143.6	162.85	119.71	77.31	83.72	107.09
ENSDARG00000003527	10.02	9.92	12.24	10.55	11.94	9.59
ENSDARG00000003531	71.09	66.88	61.99	68.71	72.02	88.13
ENSDARG00000003533	0.34	1.57	1.6	0.68	2.38	0
ENSDARG00000003544	18.39	5.48	15.95	5.57	10	13.33
ENSDARG00000003553	0	14.35	0	0	0.41	0
ENSDARG00000003564	32.83	35.83	32.9	46.22	28.37	31.71
ENSDARG00000003570	136.06	272.13	197.46	164.97	159.88	75.45
ENSDARG00000003573	98.06	101.86	79.43	123.32	102.04	108.58
ENSDARG00000003576	16.88	20.37	14.28	25.72	19.44	13.76
ENSDARG00000003584	9.47	9.17	12.87	11.8	6.34	8.51
ENSDARG00000003592	20.32	18.44	12.94	23.55	13.3	24.5
ENSDARG00000003599	969.8	1492.29	1548.67	919.12	1102.59	917.82
ENSDARG00000003607	16.84	16.17	14.07	17.79	17.61	14.56
ENSDARG00000003615	0.06	0.32	0.11	0.26	0.24	0
ENSDARG00000003616	33.01	31.01	24.1	30.45	45.44	25.4
ENSDARG00000003631	32.33	25.6	32.81	24.14	39.78	35.19
ENSDARG00000003632	0	0.38	1.02	0	0.15	0.4
ENSDARG00000003635	1.1	3.44	3.88	4.68	2.67	1.21
ENSDARG00000003641	287.36	314.27	265.33	288.78	275.04	254.94
ENSDARG00000003642	57.81	54.08	43.81	60.26	56.38	61.41
ENSDARG00000003655	676.41	604.01	497.34	880.53	847.08	727.07
ENSDARG00000003675	14.34	21.33	16.53	14.71	13.96	8.62
ENSDARG00000003680	106.92	46.9	62.65	73.56	98.01	125.14
ENSDARG00000003681	307.93	323.19	294.73	334.58	374.93	370.62
ENSDARG00000003684	0.21	0.12	0.75	0.28	0.07	0.29
ENSDARG00000003693	97.11	93.07	86.87	100.83	109.99	86.67
ENSDARG00000003695	420.46	378.6	311.95	607.1	550.7	548.03
ENSDARG00000003697	0.41	0	0	0.16	0	0
ENSDARG00000003699	9.32	8.2	8.9	10.06	7.6	6.21
ENSDARG00000003701	0.75	0	0	0	0.21	0.38
ENSDARG00000003705	252.36	194.73	140.72	248.35	219.71	224.88
ENSDARG00000003706	0.14	0.05	0.07	0.28	0.36	1.11
ENSDARG00000003732	1.45	3.64	3.61	1	1.58	0.69
ENSDARG00000003749	10.12	14.28	8.07	12.53	10.94	10.25
ENSDARG00000003750	3.57	3.75	11.66	2.75	2.2	2.21
ENSDARG00000003751	32.5	21.16	31.71	22.04	28.4	22.98
ENSDARG00000003754	159.69	205.5	94.67	191.23	221.4	144.47
ENSDARG00000003757	9.73	30.33	10.53	5.31	16.57	4.84
ENSDARG00000003769	6.55	8.16	4.64	7.26	11.95	7.32
ENSDARG00000003776	30.72	35.33	22.77	44.6	38.29	17
ENSDARG00000003779	35.02	43.07	33.38	62.31	69.44	27.37
ENSDARG00000003789	55.01	47.76	42.18	55.21	59.48	56.67
ENSDARG00000003795	529.73	431.61	374.9	599.81	464.93	574.75
ENSDARG00000003797	0.36	0.3	1.06	0.47	0.71	0
ENSDARG00000003808	115.73	9.84	338.13	2.32	0.09	0.26
ENSDARG00000003811	20.1	13.2	23.96	10.09	17.64	18.23
ENSDARG00000003818	16.61	20.61	22.06	16.08	16.76	18.01
ENSDARG00000003820	81.31	21.44	53.39	68.79	19.56	63
ENSDARG00000003822	7.21	10.12	7.29	12.05	9.09	9.27
ENSDARG00000003827	7.57	11.98	8.94	7.08	8.36	7.9
ENSDARG00000003829	17.89	21.14	16.22	28.45	20.84	16.74
ENSDARG00000003835	65.63	40.35	40.02	36.28	43.39	56.02
ENSDARG00000003841	7.04	10.17	6.45	9.44	7.21	14.46
ENSDARG00000003845	39.42	44.19	38.37	48.79	42.53	42.49
ENSDARG00000003846	37.04	38.21	41.88	45.55	34.01	50.06
ENSDARG00000003854	7.17	11	4.55	1.84	2.06	1.76
ENSDARG00000003860	70.38	89.54	92.38	82	88.48	72.16
ENSDARG00000003865	6.91	10.48	11.17	9.83	5.26	3.74
ENSDARG00000003866	120.46	129.87	125.85	83.79	107.43	65.31
ENSDARG00000003867	21.27	38.05	20.15	43.88	46.06	21.98
ENSDARG00000003869	18.54	21.16	19.17	14.39	12.68	10.92
ENSDARG00000003872	41.43	27.08	23.82	32.3	50.26	48.01
ENSDARG00000003877	27.79	31.4	24.67	50.62	48.36	32.14
ENSDARG00000003899	2.7	4.7	3.62	2.18	2.35	0.64
ENSDARG00000003900	9.05	10.92	3.76	10.2	7.75	3.15
ENSDARG00000003902	0	0.35	0	0	0	0
ENSDARG00000003903	48.43	10.35	7.33	17.79	21.71	11.01
ENSDARG00000003904	0	0	0	0.34	0	0
ENSDARG00000003909	0	0.25	0	0.59	0.21	0
ENSDARG00000003910	41.43	27.02	34.33	28.42	33.87	50.4
ENSDARG00000003920	221.92	215.92	260.74	236.49	286.03	271.43
ENSDARG00000003925	5.95	1.23	4.48	0.73	0.22	4.78
ENSDARG00000003927	37.98	53.44	33.64	36.39	31.21	11.4
ENSDARG00000003931	27.68	31.73	50.79	20.72	20.82	15.7
ENSDARG00000003934	1.82	1.28	2.92	1.33	1.49	2.71
ENSDARG00000003938	31.32	30.53	35.39	32.67	32.97	31.43
ENSDARG00000003940	47.34	43.82	45.25	48.5	45.46	34.42
ENSDARG00000003941	27.7	30.05	29.52	28.7	27.18	19.78
ENSDARG00000003952	283.01	272.56	490.35	274.15	256.91	164.09
ENSDARG00000003961	13.14	16.46	13.89	12.33	15.41	7.13
ENSDARG00000003963	68.53	67.86	66.7	103.08	98.58	45.37
ENSDARG00000003965	0.27	0.26	0.13	0	0.44	0.14
ENSDARG00000003968	1.11	1.89	1.33	2.46	1.92	1.04
ENSDARG00000003970	0	0	0.76	0	0	0
ENSDARG00000003971	4.32	6.84	5.96	0.62	0.34	11.7
ENSDARG00000003973	10.26	7.94	9.19	7.24	2.7	3.41
ENSDARG00000003974	43.69	70.84	37.19	68.89	56.55	68.87
ENSDARG00000003977	2.1	1.37	0.87	1.57	0.35	0.97
ENSDARG00000003984	8.95	8.72	9.29	7.41	7.47	6.65
ENSDARG00000003989	4.76	1.63	2.11	1.47	2.26	3.45
ENSDARG00000003991	0.09	0.49	0.89	0.1	0	0.09
ENSDARG00000003994	17.5	58.98	39.87	77.69	80.24	24.03
ENSDARG00000003998	60.16	49.1	45.42	85.28	62.86	94.22
ENSDARG00000004015	15.98	3.71	2.49	15.07	5.62	1.67
ENSDARG00000004017	39.97	26.91	34.4	37.34	23.06	17.36
ENSDARG00000004018	2.63	5.33	5.84	1.8	2.87	2.2
ENSDARG00000004023	4.07	75.71	42.94	105.42	24.33	7.21
ENSDARG00000004034	41.65	74.05	82.67	61.02	66.28	20.5
ENSDARG00000004037	11.74	12.97	10.02	10.89	10.69	13.39
ENSDARG00000004046	32.14	31.15	24	42.95	36.35	37.25
ENSDARG00000004049	7.46	15.07	14.13	12.82	16.55	3.73
ENSDARG00000004051	0.11	0.77	1.78	0	0.12	0.35
ENSDARG00000004055	25.95	22.86	21.97	24.21	23.18	17.02
ENSDARG00000004059	4.73	8.41	10.3	1.61	9.09	2.22
ENSDARG00000004060	204.44	210.91	128.51	223.45	252.74	327.36
ENSDARG00000004074	9.13	5.02	5.91	8.75	8.81	6.31
ENSDARG00000004078	58.87	85.29	56.93	85.88	82.94	55.7
ENSDARG00000004082	0.44	0	0	0	0	0
ENSDARG00000004094	74.72	84.73	73.54	105.1	107.18	45.02
ENSDARG00000004105	3.2	4.12	2.82	1.87	3.11	1.21
ENSDARG00000004111	6.1	41.32	3.44	15.57	12.93	0.71
ENSDARG00000004114	4.88	6.19	5.43	3.75	4.99	5.66
ENSDARG00000004115	19.46	16.7	14.58	18.18	15.65	25.5
ENSDARG00000004130	3.34	2.66	1.4	2.77	2.61	3.51
ENSDARG00000004131	2.86	2.75	3.98	1.99	1.36	3.15
ENSDARG00000004132	29.01	23.05	26.52	22.13	25.29	21.9
ENSDARG00000004141	109.64	20.95	107.97	8.15	7.63	41.88
ENSDARG00000004150	19.8	13.48	17.64	24.95	21.6	28.21
ENSDARG00000004151	10.85	15.07	14.87	12.16	18.92	6.17
ENSDARG00000004154	7.87	8.1	8.35	5.85	6.59	3.11
ENSDARG00000004158	19.52	29.28	16.43	29.64	31.35	14.05
ENSDARG00000004160	30.34	19.48	37.29	14.22	14.71	18.85
ENSDARG00000004161	110.24	113.67	104.27	150.48	156.66	116.31
ENSDARG00000004167	4.22	5.98	6.71	5.65	4.73	2.95
ENSDARG00000004169	17.52	17.58	50.03	13.88	10.14	5.9
ENSDARG00000004171	41.65	47.83	27.82	47.83	32.96	41.2
ENSDARG00000004173	92.79	93.88	86.71	77.56	91.14	86.65
ENSDARG00000004174	113.91	79.3	106.18	88.28	104.64	122.89
ENSDARG00000004176	1.14	2.37	2.65	3.95	2.73	0.98
ENSDARG00000004177	6.79	9.96	7.44	7.54	12.44	4.49
ENSDARG00000004184	7.77	10.87	8.36	12.4	11.43	4.5
ENSDARG00000004187	233.05	208.71	534.8	562.72	338.5	2709.94
ENSDARG00000004189	34.12	57.13	53.43	53.75	68.54	46.61
ENSDARG00000004196	9.68	9.5	46.95	5.99	6.81	3.78
ENSDARG00000004204	1.42	4.83	2.75	4.89	3.73	1.13
ENSDARG00000004211	25.79	34.63	26.18	33.18	35.19	32.53
ENSDARG00000004218	39.83	58.17	60.8	73.44	91.07	44.25
ENSDARG00000004219	1.78	15.73	19.58	57.69	7.91	1.47
ENSDARG00000004227	9.88	10.09	9.02	16.4	16.14	8.19
ENSDARG00000004232	0.75	1.45	1.42	1.2	1.01	0.2
ENSDARG00000004243	1.19	3.15	2.97	3.29	10.68	0.61
ENSDARG00000004246	17.15	11.23	11.77	18.22	8.64	20.02
ENSDARG00000004251	6.4	8.38	20.17	6.91	8.58	7.63
ENSDARG00000004256	1.34	0.41	0.81	0.57	0.15	0
ENSDARG00000004260	12.51	13.5	6.59	19.26	15.34	23.08
ENSDARG00000004261	89.25	123.96	115.09	86.44	108.24	81.86
ENSDARG00000004262	4.76	8.44	3.5	4.36	3.86	2.54
ENSDARG00000004270	23.16	25.86	44.04	13.52	22.91	9.65
ENSDARG00000004274	4.62	5.53	10.37	7.03	4.19	4.72
ENSDARG00000004280	22.66	24.37	23.38	19.19	18.54	18.39
ENSDARG00000004282	43.35	33.67	32.17	33.41	41.54	20.69
ENSDARG00000004291	32.81	19	17.82	24.58	25.78	33.34
ENSDARG00000004296	0	0.34	0	0	1.83	0
ENSDARG00000004297	94.03	168.57	125.38	226.28	234.44	134.87
ENSDARG00000004301	8.24	16.04	26.01	4.79	7.58	2.81
ENSDARG00000004302	69.99	56.61	46.03	59.57	67.62	54.45
ENSDARG00000004305	18.7	21.66	25.36	36.12	33.05	16.36
ENSDARG00000004306	6.75	6.93	6.22	6.93	7.06	5.66
ENSDARG00000004307	5.9	13.25	20.36	22.78	8.52	8.68
ENSDARG00000004308	19.45	19.76	16.12	15.17	19.56	20.79
ENSDARG00000004311	10.02	21	17.79	12.13	7.48	2.74
ENSDARG00000004318	15.47	25.6	12.05	23.12	23.03	23.5
ENSDARG00000004322	0.58	1.32	0.6	1.82	1.21	0.11
ENSDARG00000004325	5.7	9.85	6.3	10.61	11.08	8.79
ENSDARG00000004336	33.56	35.23	29.1	28.08	35.43	20.16
ENSDARG00000004343	42.52	45.54	40.28	52.76	64.17	51.46
ENSDARG00000004358	0.08	1.73	3.75	2.51	0.76	0.25
ENSDARG00000004363	17.55	9.43	9.48	10.24	7.23	15.64
ENSDARG00000004372	3.75	6.02	3.15	3.77	7.23	1.71
ENSDARG00000004377	44.43	43.65	44.14	61.71	60.86	26.4
ENSDARG00000004378	10.19	13.47	9.43	8.23	7.4	3.56
ENSDARG00000004386	49.95	71.28	48.85	84.75	94.78	74
ENSDARG00000004392	6.95	4.48	3.1	2.45	2.1	10.7
ENSDARG00000004396	0.25	0.08	2.57	0	0	0
ENSDARG00000004402	82.5	78.77	60.66	89.84	74.47	53.55
ENSDARG00000004405	1.59	0.77	3.51	0	0.13	1.16
ENSDARG00000004406	24.72	29.55	14.21	17.9	22.92	12.74
ENSDARG00000004415	70.12	135.74	62.69	263.06	175.09	37.04
ENSDARG00000004427	76.09	90.37	68.65	88.14	53.81	104.65
ENSDARG00000004433	2.86	3.57	2.68	2.03	1.5	0.91
ENSDARG00000004436	10.66	13.69	11.86	16.1	15.08	13.51
ENSDARG00000004445	127.27	172.29	82.72	269.85	169.32	23.16
ENSDARG00000004447	0	0	0.17	0.41	0.06	0.12
ENSDARG00000004451	11.5	14.09	10.69	6.13	7.3	2.64
ENSDARG00000004452	195.8	192.72	176.62	220.69	218.31	301.57
ENSDARG00000004455	0.94	0.66	0.82	0.81	0.84	0.09
ENSDARG00000004459	0	1.04	0.36	0.62	0.15	0.55
ENSDARG00000004460	21.86	27.17	16.73	24	18.73	31.53
ENSDARG00000004470	60.67	106.16	98.65	65.3	104.96	45.55
ENSDARG00000004472	19.32	17.6	13.37	27.46	24.36	21.11
ENSDARG00000004473	0.79	1.21	1.76	0.38	1.28	0.14
ENSDARG00000004492	34.03	30.21	24.64	23.47	31.05	27.33
ENSDARG00000004497	13.55	4.91	12	3.19	1.94	8.39
ENSDARG00000004498	0	0.5	0.39	0	0	0
ENSDARG00000004502	15.05	13.67	14.16	15.7	16.88	11.23
ENSDARG00000004517	5.78	6.15	15.24	3.62	3.71	2.41
ENSDARG00000004525	7.45	9.81	10.68	12.41	13.39	13.76
ENSDARG00000004527	30.58	46.99	30.83	42.69	38.13	47.59
ENSDARG00000004529	1.06	1.48	1	1.05	0.97	0.85
ENSDARG00000004537	71.25	28.06	47.98	31.8	37.12	59.4
ENSDARG00000004539	10.52	4.38	59.17	2.85	2.83	1.16
ENSDARG00000004561	16.19	2.74	5.16	7.25	10.67	15.38
ENSDARG00000004574	6.4	3.06	4.95	3.92	3.49	3.03
ENSDARG00000004576	2.17	2.01	6.2	2.55	3.48	1.94
ENSDARG00000004577	52.06	62.05	36.27	75.59	63.02	56.04
ENSDARG00000004580	185.65	169.69	136.44	204.48	264.26	211
ENSDARG00000004581	20.93	23.34	21.98	24.37	22.71	20.16
ENSDARG00000004586	0	0.84	0.59	0.61	0.36	0.39
ENSDARG00000004587	53.51	53.76	36.38	69.02	65	140.78
ENSDARG00000004588	56.06	125.48	91.66	116.52	155.17	58.56
ENSDARG00000004592	41.36	58.17	21.91	75.55	64.71	53.01
ENSDARG00000004594	16.64	24.67	17.88	31.4	34.39	24.21
ENSDARG00000004597	12	12.15	13.69	10.61	12.95	4.9
ENSDARG00000004616	13.06	13.63	9.77	8.86	9.8	9.8
ENSDARG00000004618	9.49	8.01	3.37	3.43	3.25	9.7
ENSDARG00000004621	528.06	604.42	329.52	619.84	691.66	510.39
ENSDARG00000004627	0.88	0.69	1.06	0.09	0	0.16
ENSDARG00000004632	36.03	38.96	22.13	45	36.98	28.32
ENSDARG00000004633	13.21	13.19	10.88	18.18	19.93	13.8
ENSDARG00000004634	19.01	19.45	20.42	16.71	17.43	18.07
ENSDARG00000004635	6.55	12.95	8.98	20.67	19.45	8.92
ENSDARG00000004636	22.09	17.96	19.52	25.76	32.04	21.11
ENSDARG00000004643	1.01	0.33	0.59	0.48	0.3	2.16
ENSDARG00000004647	14.33	14.53	10.26	16.66	19.26	22.97
ENSDARG00000004648	12.38	16.1	9.94	13.85	30.97	3.51
ENSDARG00000004658	13.9	2.4	89.23	0.5	0.83	0.22
ENSDARG00000004672	35.8	32.22	28.81	50.29	43.53	47.58
ENSDARG00000004680	76.74	74.55	52.37	81.72	87.46	85.51
ENSDARG00000004687	21.19	24.63	20.4	21.64	13.02	13.91
ENSDARG00000004692	26.38	26.9	28.99	28.35	19.9	27.59
ENSDARG00000004695	0	1.5	1.34	0.51	0.4	0
ENSDARG00000004696	11.67	19.68	13.12	15.86	11.46	16.07
ENSDARG00000004697	1.75	4.11	3.35	3.94	2.26	0.51
ENSDARG00000004702	310.07	237.73	211.94	309.4	277.95	440.74
ENSDARG00000004706	95.83	103.28	88.08	102.61	113.74	133.13
ENSDARG00000004712	0.35	17.15	0.33	2.62	60.23	25.62
ENSDARG00000004713	3.68	4.44	6.33	0.42	2.5	1.88
ENSDARG00000004714	50.34	40.28	38.5	50.4	38.44	45.87
ENSDARG00000004721	32.48	34.55	36.19	39.1	40.3	28.23
ENSDARG00000004724	7.08	13.43	13.23	10.31	12.43	3.68
ENSDARG00000004726	32.9	37.47	32.71	34.73	40.69	33.03
ENSDARG00000004735	109.52	92.17	99.39	108.49	109.22	141.08
ENSDARG00000004745	5.09	2.41	16.9	1.76	1.92	2.35
ENSDARG00000004748	5.4	8.48	61.92	0.27	0	0
ENSDARG00000004753	0.55	0.58	0.08	0.2	0.09	0
ENSDARG00000004754	60.78	46.38	56.22	49.38	52.75	37.72
ENSDARG00000004757	2089.86	1424.14	2612.12	1949.21	1477.9	1668.64
ENSDARG00000004771	34.79	33.58	30.35	30.94	31.37	53.93
ENSDARG00000004774	6.65	11.17	13.34	7.49	7.52	6.81
ENSDARG00000004785	79.82	69.23	74.38	66.18	93.15	77.4
ENSDARG00000004789	4.49	4.19	3.81	5.85	5.3	2.4
ENSDARG00000004794	1.26	1.41	2.54	2.6	2.81	0.38
ENSDARG00000004796	41.67	55.73	42.99	46.97	56.05	23.29
ENSDARG00000004806	25.29	18.99	21.23	16.4	31.1	16.53
ENSDARG00000004823	0	0.26	0.17	0	0.29	0
ENSDARG00000004830	27.75	36.63	32.7	32.96	33.63	34.01
ENSDARG00000004836	28	32.63	29.46	41.32	53.03	30.85
ENSDARG00000004840	16.37	25.79	13.06	17.23	32.29	10.91
ENSDARG00000004843	12.72	14.51	15.08	11.45	15.71	14.29
ENSDARG00000004851	9.59	10.91	7.35	12.01	10.18	12.56
ENSDARG00000004861	94.22	10.52	12.12	13.17	22.25	29.29
ENSDARG00000004864	0	0.12	0	0	0.28	0
ENSDARG00000004866	29.8	21.88	16.34	20.97	21.84	38.01
ENSDARG00000004869	126.23	110.26	96.62	231.25	37.53	96.83
ENSDARG00000004870	36.8	37.65	33.87	32.9	22.35	33.75
ENSDARG00000004871	1.51	1.49	3.04	1.02	0.13	0.06
ENSDARG00000004874	2.02	3.36	1.97	2.8	3.17	0.3
ENSDARG00000004877	5.61	6.46	13.99	5.82	6.87	2.69
ENSDARG00000004880	1.33	0.99	0.63	1.05	0.67	0.55
ENSDARG00000004889	16.55	26.82	13.61	21.82	18.38	28.16
ENSDARG00000004891	56.24	66.44	39.96	56.21	52.3	55.02
ENSDARG00000004898	0	0	0.24	0	0	0
ENSDARG00000004904	0	0.56	4.39	1	0.12	0.59
ENSDARG00000004906	114.96	103.86	109.61	122.89	126.81	95.12
ENSDARG00000004925	6.04	11.47	5.38	6.05	6.64	7.55
ENSDARG00000004930	43.05	34.48	48.38	29.02	38.72	25.87
ENSDARG00000004931	3.46	3.7	2.83	5.12	4.13	0.85
ENSDARG00000004932	3.65	7.72	2.44	6.05	5.47	1.47
ENSDARG00000004937	2.61	3.69	3.88	1.26	0.97	1.11
ENSDARG00000004939	41.33	46.01	39.87	52.62	68.11	26.16
ENSDARG00000004948	151.09	154.9	128.77	193.79	181.74	295.16
ENSDARG00000004952	17.28	53.44	27.23	8.29	12.54	4.68
ENSDARG00000004953	1.88	18.02	9.35	0.29	3.17	1.54
ENSDARG00000004954	23.23	48.96	29.46	12.79	23.04	6.72
ENSDARG00000004956	31.86	39.52	43.01	47.41	50.8	44.21
ENSDARG00000004964	53	57.22	39.05	46.6	63.74	18.25
ENSDARG00000004979	38.71	24.57	21.06	36.4	13.19	19.04
ENSDARG00000004988	243.62	236.2	166.57	367.19	298.63	167.2
ENSDARG00000005002	6.4	6.92	5.92	10.69	9.42	5.84
ENSDARG00000005004	0	0.14	0.54	0	0.08	0
ENSDARG00000005010	2.66	2.81	0.35	1.25	0.67	1.73
ENSDARG00000005015	22.43	21.64	22.22	21.9	25.02	30.29
ENSDARG00000005023	6.73	10.91	17.01	4.65	7.13	1.3
ENSDARG00000005026	91.52	54.37	43.86	81.23	73.51	114.14
ENSDARG00000005034	35.23	31.18	24.13	35.73	28.43	32.27
ENSDARG00000005049	9.23	17.2	7.57	11.44	14.61	15.34
ENSDARG00000005050	0.09	0.17	0.38	1.38	0.28	0
ENSDARG00000005057	6.06	7.6	6.52	5.62	4.55	5.94
ENSDARG00000005058	4.76	4.88	12.13	3.93	4.03	4.8
ENSDARG00000005078	34.65	41.78	32.88	33.84	35.05	32.31
ENSDARG00000005085	995.06	674.47	652.03	1139.9	624.37	268.33
ENSDARG00000005092	9.59	2.58	3.27	2.32	1.38	11.51
ENSDARG00000005095	23.29	28.34	16.59	39.87	32.59	20.86
ENSDARG00000005098	1.24	1.48	3.33	0.34	0.95	1.34
ENSDARG00000005104	18.63	24.81	29.1	22.41	27.6	18.88
ENSDARG00000005108	27.04	18.99	65.46	3.62	2.95	2.45
ENSDARG00000005112	0.18	0	0.59	0	0.38	0.05
ENSDARG00000005115	13.73	20.79	16.93	12.24	8.83	5.74
ENSDARG00000005122	86.42	77.55	75.77	99.4	71.01	34.22
ENSDARG00000005126	12.83	6.36	10.71	8.26	8.19	6.78
ENSDARG00000005128	11.25	13.91	14.9	10.92	9.09	21.24
ENSDARG00000005134	39.37	39.87	40.58	33.77	32.51	31.81
ENSDARG00000005139	0.41	0.59	0.24	0.06	0.05	0.57
ENSDARG00000005141	27.13	55.84	37.45	67.39	102.52	23.16
ENSDARG00000005150	2.2	50.63	1.19	0.2	17.85	0.19
ENSDARG00000005154	15.93	5.92	9.95	2.68	8.52	5.13
ENSDARG00000005159	9.74	14.87	8.86	18.7	25.38	7.98
ENSDARG00000005162	88.01	97.72	255.05	78.32	99.39	54.07
ENSDARG00000005172	256.66	231.04	255.3	353.49	225.29	345.6
ENSDARG00000005176	7.35	19.51	17.25	11.12	21.35	3.68
ENSDARG00000005179	21.29	16.32	14.28	23.62	20.5	32.56
ENSDARG00000005185	19.86	56.93	20.43	16.96	18.02	23.79
ENSDARG00000005186	35.58	30.64	34.72	39.54	41.41	41.44
ENSDARG00000005191	58.18	48.88	220.99	30.67	36.4	17
ENSDARG00000005210	12.35	10.99	23.04	16.97	10.81	13.63
ENSDARG00000005216	0.62	0.16	0.59	0.53	0.98	0.47
ENSDARG00000005218	9.51	14.79	9.76	11.5	11.5	10.83
ENSDARG00000005220	54.15	45.33	45.92	57.11	45.49	52.94
ENSDARG00000005221	2.82	2.25	1.11	3.92	1.08	1.53
ENSDARG00000005230	64.13	121.33	96.45	70.56	79.75	74.97
ENSDARG00000005232	20.38	19.68	22.01	24.15	29.92	16.38
ENSDARG00000005236	47.38	30.74	38.37	35.65	45.22	51.24
ENSDARG00000005246	13.22	15.98	12.81	14.94	14.19	11.71
ENSDARG00000005251	18.45	22.77	19.36	18.51	18.8	22.69
ENSDARG00000005254	81.1	99.11	102.25	84.61	83.84	67.83
ENSDARG00000005271	1.72	1.87	6.55	0	0	0
ENSDARG00000005274	2.18	2.47	5.53	3.39	5.67	3.39
ENSDARG00000005284	23.24	28.97	18.33	33.12	25.72	18.33
ENSDARG00000005314	0.27	0.13	2.03	0.54	0.22	0.14
ENSDARG00000005315	41.91	42.34	49.37	42.9	43.72	38.32
ENSDARG00000005318	42.95	53.04	59.67	48.01	52.83	28.61
ENSDARG00000005320	0.42	0.3	0.1	0.84	0.57	0.21
ENSDARG00000005327	0.25	0.35	0.82	0.12	0.16	0.1
ENSDARG00000005332	0	0	0	0	0	0
ENSDARG00000005335	0	0.68	0.31	0.71	0.1	0.69
ENSDARG00000005343	75.86	29.28	36.46	42.1	41.45	134.51
ENSDARG00000005350	37.63	35.77	24.98	18.24	28.21	23.28
ENSDARG00000005355	73.84	69.15	72.5	78.54	84.48	59.61
ENSDARG00000005356	12.75	12.85	5.52	7.92	6.02	5.49
ENSDARG00000005359	164.13	157.41	184.7	185.01	173.62	141.93
ENSDARG00000005364	2.14	1.77	2.94	2.76	3.59	0.65
ENSDARG00000005368	28.23	25.73	15.02	21.1	16.73	9.18
ENSDARG00000005371	0.46	0.11	0.82	0.13	0.25	0
ENSDARG00000005372	278.81	119.99	81.76	197.31	113.12	335.21
ENSDARG00000005374	21.49	25.27	16.18	31.72	18.5	26.21
ENSDARG00000005382	12.79	10.95	9.3	10.35	11.74	10.93
ENSDARG00000005392	3.64	2.45	2.46	6.08	2.58	1.06
ENSDARG00000005394	19.86	8.86	20.64	8.77	12.01	12.83
ENSDARG00000005397	63.61	52.49	40.27	57.79	53	68.17
ENSDARG00000005414	10.05	25.2	6.24	10.08	11.27	4.53
