ensembl_gene_id	tpm_Tert_1	tpm_Tert_2	tpm_Tert_3	tpm_TertTP53_1	tpm_TertTP53_2	tpm_TertTP53_3
ENSDARG00000078297	0.06	0.29	0	0.34	0.26	0
ENSDARG00000078301	9	12	12.86	12.97	18.59	10.17
ENSDARG00000078302	52.04	38.44	41.3	41.91	39.48	22.57
ENSDARG00000078308	100.69	84.21	56.8	44.77	41.17	80.74
ENSDARG00000078309	7.83	0.15	27.53	0	0.08	0.08
ENSDARG00000078310	3.47	4.67	6.18	4.12	3.54	2.7
ENSDARG00000078311	31.21	22.44	25.14	26.55	26.85	31.65
ENSDARG00000078313	9.97	13.77	15.95	8.31	8.49	2.72
ENSDARG00000078315	36.2	39.18	25.66	55.37	48.78	69.82
ENSDARG00000078317	6.16	8.59	5.41	5.59	10.55	3.92
ENSDARG00000078318	1.01	1.68	0.81	0.72	0.94	0.46
ENSDARG00000078319	1.43	0	0.98	0	1.12	4.25
ENSDARG00000078322	3.6	2.32	10.95	1.73	1.84	1.72
ENSDARG00000078324	7.31	5.87	3.61	3.06	4.32	0.83
ENSDARG00000078326	15.54	12.13	11.4	16.03	10.31	9.87
ENSDARG00000078327	32.45	21.45	27.33	23.76	43.35	16.79
ENSDARG00000078328	23.75	30.6	21.44	24.62	28.71	24.93
ENSDARG00000078329	0	0	0	0	0	0
ENSDARG00000078331	0.17	1.79	0.33	0.2	2.11	0.53
ENSDARG00000078333	7.1	11.68	8.94	13.27	13.41	12.47
ENSDARG00000078335	11.05	10.88	19.32	6.74	5.14	1.36
ENSDARG00000078348	96.26	67.08	77.72	84.95	85.22	104.44
ENSDARG00000078349	2.57	2.15	2.64	1.72	2.11	0.92
ENSDARG00000078352	16.92	18.4	13.98	16.22	19.89	22.76
ENSDARG00000078355	43.91	31.56	39.3	35.68	40.83	41.57
ENSDARG00000078362	5.36	6.84	3.25	16.24	9.52	6.81
ENSDARG00000078363	0.35	2.99	0	0.32	0.15	0.57
ENSDARG00000078364	0	0.11	0.21	0	0	0
ENSDARG00000078381	19.53	11.41	12.72	11.8	12.9	22.71
ENSDARG00000078383	45.75	43.45	48.19	52.22	53.62	65.55
ENSDARG00000078386	21.71	23.88	34.84	17.91	22.62	19.34
ENSDARG00000078387	1.03	2.33	2.83	0.23	0.43	0.07
ENSDARG00000078388	2.52	7.18	3.93	7.78	13.44	3.69
ENSDARG00000078389	18.76	54.51	53.79	4.36	23.06	17.56
ENSDARG00000078392	4.92	6.47	9.85	4.59	4.98	3.3
ENSDARG00000078398	0.1	0.09	0	0	0.13	0
ENSDARG00000078399	56.12	43.58	51.57	20.58	25.59	12.33
ENSDARG00000078401	48.22	39.16	46.07	40.41	45.34	48.43
ENSDARG00000078404	12.4	3.57	52.99	1.22	1.33	0.46
ENSDARG00000078411	9.46	19.91	10.71	12.42	27.2	14.62
ENSDARG00000078415	2.97	1.37	1.25	2.99	0.72	2.15
ENSDARG00000078416	31.34	34.25	40.91	25.95	108.91	56.52
ENSDARG00000078417	20.45	9.52	10.1	9.55	12.22	22.61
ENSDARG00000078419	0.13	0.07	0.8	0.08	0.14	0.41
ENSDARG00000078423	52.1	47.02	47.76	61.18	47.2	46.8
ENSDARG00000078425	73.74	49.91	59.25	52.56	61.03	26.75
ENSDARG00000078428	0.13	0	1.3	0	0	0
ENSDARG00000078429	0	0.03	0	0	0	0
ENSDARG00000078430	27.95	16.92	26.25	24.35	25.9	41.16
ENSDARG00000078433	3.14	1.93	3.05	0.82	1.91	1.6
ENSDARG00000078434	5.94	7.56	6.49	7.69	8.32	10.69
ENSDARG00000078435	52.2	63.71	36.77	71.08	51.34	113.43
ENSDARG00000078440	5.1	4.55	2.13	4.69	7.22	2.55
ENSDARG00000078441	34.95	35.67	31.77	47.55	45.74	45.19
ENSDARG00000078442	8.79	11.63	10.12	8.52	10.49	13.49
ENSDARG00000078447	2.47	6.77	3.38	4.45	5.9	3.87
ENSDARG00000078448	7.16	9.04	6.4	9.85	13.7	7.52
ENSDARG00000078451	0	0.19	1.38	0	0	1.22
ENSDARG00000078452	11.74	15.61	8.3	11.67	11.41	2.68
ENSDARG00000078458	43.71	44.78	44.54	58.95	60.38	48.74
ENSDARG00000078459	23.35	19.38	16.37	21.08	24.29	22.69
ENSDARG00000078468	0.92	1.73	0.52	0.58	0.1	0
ENSDARG00000078473	34.15	46.45	57.25	59.44	57.79	31.43
ENSDARG00000078474	0.16	0.14	0.2	0.36	0.19	0.37
ENSDARG00000078475	1.86	4.25	3	7.46	6	2.53
ENSDARG00000078476	13.01	11.84	9.4	13.05	13.98	14.6
ENSDARG00000078479	4.32	4.42	9.37	3.49	3.02	2.32
ENSDARG00000078481	3.57	8.17	7.36	4.8	5.12	1.95
ENSDARG00000078485	32.32	12.15	12.75	12.81	20.95	12.6
ENSDARG00000078492	1.65	1.23	1.1	0.73	0.56	2.59
ENSDARG00000078494	3.64	2.83	1.29	0.8	1.59	1.04
ENSDARG00000078497	14.77	17.09	18.56	19.6	21.08	16.85
ENSDARG00000078500	56.57	44.14	57.88	49.03	52.91	38.78
ENSDARG00000078502	17.48	16.23	19.07	18.53	15.34	15.42
ENSDARG00000078503	1.34	1.56	1.49	0.55	1.54	0.2
ENSDARG00000078504	17.24	20.16	12.68	18.56	26.76	19.3
ENSDARG00000078507	1	0.77	0.37	1.04	1.22	2.36
ENSDARG00000078508	0.69	2.4	0.69	0.53	0.5	0.12
ENSDARG00000078509	0.27	0.53	0.66	0.47	0.6	1.11
ENSDARG00000078512	58.32	42.32	47.15	47.15	51.75	38.49
ENSDARG00000078518	0	0.11	0	0	0	0.24
ENSDARG00000078520	13.56	18.17	28.56	18.05	15.35	9.66
ENSDARG00000078522	2.43	2.21	1.13	2.58	13.5	1.32
ENSDARG00000078523	28.88	24.23	119.83	17.73	22.03	6.6
ENSDARG00000078525	5.09	6.79	5.44	8.19	7.19	5.21
ENSDARG00000078527	17.14	4.7	14.95	2.31	5.63	19.82
ENSDARG00000078535	4.11	3.69	3.85	5.39	5.24	7.76
ENSDARG00000078536	43.01	46.96	33.44	61.53	50.01	19.99
ENSDARG00000078541	0.89	0.81	0.52	0.34	0.22	0.3
ENSDARG00000078542	15.02	16.61	14.19	15.96	28.82	7.9
ENSDARG00000078546	12.87	14	10.9	14.5	11.13	16.19
ENSDARG00000078547	0.44	2.01	1.06	2.27	3.13	2.02
ENSDARG00000078550	5.05	1.54	9.66	0.32	0.61	0.25
ENSDARG00000078551	0.27	0.26	2.24	2.01	0.15	2.61
ENSDARG00000078552	22.35	3.96	39.63	1.1	0.36	0.06
ENSDARG00000078557	0	0	0	0.19	0	0
ENSDARG00000078560	8.18	19.44	9.4	17.46	20.2	5.15
ENSDARG00000078561	13.43	14.57	16.71	15.18	14.66	13.79
ENSDARG00000078567	61.47	46.91	46.45	50.69	48.86	73.41
ENSDARG00000078569	0.08	0	0	0	0	0
ENSDARG00000078571	4.15	4.8	4.15	4.29	5.34	8.27
ENSDARG00000078572	20.58	20.82	14.15	21.47	26.12	17.4
ENSDARG00000078574	16.25	12.9	12.92	12.45	11.18	19.97
ENSDARG00000078576	20.52	18.45	22.17	23.56	19.95	22.13
ENSDARG00000078578	15.03	13.52	12.67	14.26	16.77	14.4
ENSDARG00000078582	31.52	33.4	29.11	41.29	56.02	17.73
ENSDARG00000078585	5.27	6.61	8.19	4.84	5	4.09
ENSDARG00000078592	26.8	30.72	27.06	22.84	27.4	18.08
ENSDARG00000078593	10.58	5.99	8.68	6.28	7.81	5.11
ENSDARG00000078598	8.42	5.27	3.65	9.29	4.88	9.09
ENSDARG00000078599	26.22	20.75	15.49	20.34	16.6	33.93
ENSDARG00000078600	19.02	28.53	12.4	17.7	12.06	16.72
ENSDARG00000078602	0	2.79	1.11	3.58	0	1.18
ENSDARG00000078603	11.82	0.99	0.83	0.51	0.47	2.43
ENSDARG00000078605	0.42	0.11	0.27	0.27	0.38	0.36
ENSDARG00000078606	5.39	7.25	4.17	9.31	11.37	4.71
ENSDARG00000078613	4.5	10.19	9.2	0.37	4.62	0
ENSDARG00000078615	5.48	6.99	13.09	1.48	2.25	0.35
ENSDARG00000078618	0.68	1.23	0.07	0.26	0.33	0.15
ENSDARG00000078619	4.22	4.37	10.16	8.05	5.26	1.04
ENSDARG00000078620	0.67	0.62	1.5	0.98	0.57	0.26
ENSDARG00000078622	1.03	2.63	2.85	3.35	0.19	0
ENSDARG00000078624	34.31	70.25	46.37	121.09	121.86	44.4
ENSDARG00000078625	0.23	0.07	0.15	0	0	0
ENSDARG00000078640	3.78	5.92	5.69	2.06	2.47	0.26
ENSDARG00000078643	0	0.09	0.09	0	0	0
ENSDARG00000078644	1.02	1.83	0.85	0.84	1.14	0.15
ENSDARG00000078647	0.71	1.49	1.77	0.94	1.12	0.98
ENSDARG00000078649	0	0	0	0	0	0
ENSDARG00000078650	11.31	10.97	9.78	10.64	15.76	2.9
ENSDARG00000078652	10.75	10.62	6.93	12.4	10.97	13.73
ENSDARG00000078653	40.29	28.35	36	34.7	39.1	27.51
ENSDARG00000078654	4.13	5.41	13.74	1.61	4.76	1.07
ENSDARG00000078657	54.51	68.41	51.52	107.79	91.89	94.2
ENSDARG00000078658	20.26	16.08	20.78	15.56	17.69	22.63
ENSDARG00000078659	4.71	10.01	3.52	2.86	4.01	2.89
ENSDARG00000078671	6.92	20.29	12.17	23.47	24.71	15.47
ENSDARG00000078674	0	0.24	1.49	0	0	0
ENSDARG00000078675	37.68	31.62	29.64	33.27	40.71	43.05
ENSDARG00000078676	86.52	63.03	27.54	23.38	47.91	4.46
ENSDARG00000078683	1.51	2.1	1.34	0.46	0.32	0.14
ENSDARG00000078685	6.14	8.08	5.26	6.33	7.2	8.15
ENSDARG00000078686	122.32	123.94	80.43	127.95	131.13	129.03
ENSDARG00000078688	12.66	15.9	15.09	19.58	29.34	4.35
ENSDARG00000078691	33.28	26.02	32.98	30.71	45.56	34.7
ENSDARG00000078694	29.16	22.08	25.05	23.9	28.73	23.56
ENSDARG00000078696	6.34	17.54	5.91	12.92	6.32	3.06
ENSDARG00000078701	0.52	9.75	8.65	24.45	1.46	0.48
ENSDARG00000078703	9.22	12.03	21.37	15.53	19.08	13.57
ENSDARG00000078707	5.63	6.22	5.34	7.26	2.49	4.79
ENSDARG00000078717	1.17	2.16	1.95	1.14	1.32	0.29
ENSDARG00000078722	18.52	16.4	20.42	19.04	15.48	21.48
ENSDARG00000078728	0.45	1.01	1.32	1.58	0.51	0.26
ENSDARG00000078729	1.49	1.04	1.58	1.1	1.35	1.64
ENSDARG00000078731	0.49	2.69	2.55	0.53	1.87	0.19
ENSDARG00000078733	3.82	4.24	3.6	6.36	7.41	2.66
ENSDARG00000078734	7.42	16.75	5.88	5.35	8.5	3.31
ENSDARG00000078736	30.35	53.04	26.8	98.76	62.7	12.83
ENSDARG00000078738	0.05	0.04	0	0.37	0.05	0.09
ENSDARG00000078741	12.97	11.63	17.46	16.13	9.96	2.85
ENSDARG00000078743	0	0	0.14	0	0	0
ENSDARG00000078745	48.05	35.11	26.73	46.09	49.53	39.12
ENSDARG00000078748	86.79	107	89.14	157.51	219.91	123.67
ENSDARG00000078749	2.35	1.03	8.05	0.17	0.09	0
ENSDARG00000078751	15.01	10.75	11.39	19.4	15.73	12.86
ENSDARG00000078752	8.59	5.38	6.08	5.97	7.55	5.99
ENSDARG00000078754	0.71	1.45	0	1	0.51	0.08
ENSDARG00000078755	33.81	10.29	12.03	14.2	17.06	35.73
ENSDARG00000078757	0.42	0	0.04	0.11	0	0.35
ENSDARG00000078759	0.46	0.69	0.82	0.4	0.75	1.58
ENSDARG00000078760	7.08	1.75	3.04	1.32	1.51	0.76
ENSDARG00000078762	4.03	6.53	11.5	2.16	6.44	0.1
ENSDARG00000078767	19.72	13.96	16.8	15.59	18.84	16.25
ENSDARG00000078768	2.89	9.06	4.29	4.77	7.64	5.42
ENSDARG00000078770	6.51	2.45	5.1	2.27	3.6	3.16
ENSDARG00000078772	54.44	52.92	42.71	66.61	66.96	68.01
ENSDARG00000078773	15.11	20.78	16.33	12.94	18.48	21.85
ENSDARG00000078775	7.69	5.78	5.87	4.57	6.06	4.3
ENSDARG00000078778	31.23	30.67	22.35	17.91	22.29	14.68
ENSDARG00000078781	0.78	1.26	0.53	0	1.53	1.33
ENSDARG00000078784	21.45	16.94	20.1	20.93	22.92	24.56
ENSDARG00000078785	163.11	237.54	149.25	138.76	108.1	167.59
ENSDARG00000078789	7.54	7.66	6.26	6.97	6.58	6.52
ENSDARG00000078790	0.93	2.69	1.42	0.85	1.51	0
ENSDARG00000078797	3.2	5.61	4.18	3.77	2.31	1.34
ENSDARG00000078800	0.31	1.47	0.59	1.16	0.58	0.91
ENSDARG00000078801	3.08	4.6	2.53	6.7	4.7	3.24
ENSDARG00000078802	63.33	46.84	48.82	46.12	61.84	50.78
ENSDARG00000078803	34.58	13.89	24.13	17.8	19.88	29.52
ENSDARG00000078805	9.91	8.69	5.19	6.48	7.72	12.98
ENSDARG00000078807	4.61	10.31	6.44	6.27	2.64	11.97
ENSDARG00000078810	0.1	0	0.78	0	0	0.1
ENSDARG00000078814	16.99	12.65	12.28	16.04	14.83	22.64
ENSDARG00000078815	20.79	19.65	17.86	30.26	27.8	31.96
ENSDARG00000078817	27.95	32.45	31.79	35.12	42.86	22.23
ENSDARG00000078821	0.27	0	0.13	0	0	0
ENSDARG00000078822	1.86	2.01	2.25	2.64	1.61	0.38
ENSDARG00000078824	5.65	7.77	5.58	5.49	5.41	2.18
ENSDARG00000078825	1.12	1.45	2.23	1.27	1.29	0.63
ENSDARG00000078828	19.92	111.08	57.62	111.8	164.01	99.94
ENSDARG00000078829	2.62	6.83	2.39	6.34	5.57	6.09
ENSDARG00000078835	22.96	22.83	15.99	32.71	24.94	28.45
ENSDARG00000078839	7.8	4.58	6.42	6.84	5.21	5.27
ENSDARG00000078841	0.15	0.25	0.37	0.12	0.28	0
ENSDARG00000078842	43.62	47.99	44.02	63.78	84.53	30.05
ENSDARG00000078847	55.77	140.48	153.9	191.34	58.01	59.88
ENSDARG00000078850	13.36	10.75	9.93	10.24	10.94	10.21
ENSDARG00000078853	2.37	3.49	11.59	7.67	13.47	6.67
ENSDARG00000078854	182.71	154.69	107.37	173.09	157.16	159.41
ENSDARG00000078856	34.98	28.17	37.33	32.49	45.51	25.63
ENSDARG00000078859	14.05	18.55	0.83	9.5	11.33	9.53
ENSDARG00000078864	7.02	8.06	8.55	3.97	3.6	1.35
ENSDARG00000078865	70.27	32.28	25.62	54.56	52.77	79.93
ENSDARG00000078866	4.16	12.31	8.08	15.45	10.52	3.49
ENSDARG00000078868	6.11	3.5	3.46	4.66	7.49	2.73
ENSDARG00000078875	0.09	0.26	0.25	0	0	0
ENSDARG00000078882	4.25	3.86	5.91	2.09	1.75	0.82
ENSDARG00000078887	12.26	14.57	14.29	14.06	16.17	11.96
ENSDARG00000078888	13.4	15.63	44.53	6.18	5.9	1.95
ENSDARG00000078890	87.07	46.5	52.5	54.77	68.43	66.99
ENSDARG00000078891	16.1	16.59	13.16	21.24	24.93	15.2
ENSDARG00000078894	13.22	13.71	13.95	13.77	18.44	17.87
ENSDARG00000078898	67.88	45.39	31.61	85.4	53.86	42.41
ENSDARG00000078901	9.64	10.95	11.28	17.19	16.47	9.88
ENSDARG00000078902	256.23	23.82	57.54	32.84	51.45	395.78
ENSDARG00000078904	65.3	51.26	69.7	58.8	64.16	46.98
ENSDARG00000078908	51.35	42.01	34.65	36.15	52.14	19.67
ENSDARG00000078911	38.66	38.17	31.7	45.25	55.61	82.14
ENSDARG00000078912	1.13	4.22	1.85	0.54	1.42	0.68
ENSDARG00000078915	3.88	4.68	5.33	7.58	6.17	3.5
ENSDARG00000078916	0.29	1.17	0.68	0.41	0.75	1.75
ENSDARG00000078917	0.45	0.33	0.22	0.13	0	0.35
ENSDARG00000078918	0	0.73	0	0.62	0.25	0
ENSDARG00000078924	0.87	3.15	3.23	0.79	2.02	0.79
ENSDARG00000078927	0	0	0	0.13	0	0
ENSDARG00000078929	53.53	62.86	47.27	59.43	63.22	63.11
ENSDARG00000078935	8.08	9.95	13.15	11.76	11.92	9.8
ENSDARG00000078941	5.27	0.49	0.98	1.12	0	3.08
ENSDARG00000078942	7.36	14.74	10.52	19.95	16.07	11.97
ENSDARG00000078947	9.19	6.12	4.88	6.74	8.29	10.82
ENSDARG00000078953	37.4	28.12	35.49	24.04	29.21	16.96
ENSDARG00000078954	34.21	32.88	37.49	27.59	36.03	28.65
ENSDARG00000078959	2.66	6.2	1.97	2.59	2.11	1.82
ENSDARG00000078962	0	0	0.11	0	0.13	0
ENSDARG00000078964	6.28	12.52	9.92	15.7	14.31	9.11
ENSDARG00000078966	27.2	21.66	20.56	22.18	24.5	26.01
ENSDARG00000078970	1.65	4.63	3.24	2	1.32	1.16
ENSDARG00000078973	19.55	19.43	16.83	22.44	23.55	26.38
ENSDARG00000078974	22.28	15.33	10.91	30.94	6	27.69
ENSDARG00000078979	0.88	0.99	0.54	0.38	0.28	0.07
ENSDARG00000078981	36.1	23.29	20.45	30.22	33.26	23.12
ENSDARG00000078983	1.87	4.58	5.95	4.23	5.38	1.62
ENSDARG00000078986	20.17	20.43	21.02	17.43	17.85	33.73
ENSDARG00000078989	0.42	0.48	1.2	0	0.14	0.43
ENSDARG00000078991	11.49	13.82	8.41	11.22	9.98	8.99
ENSDARG00000078992	100.33	66.44	88.6	87.1	86.27	157.25
ENSDARG00000078995	0.09	0.36	0.13	0.16	0.05	0.67
ENSDARG00000078997	0.1	2.15	0.5	0.45	0.36	0.25
ENSDARG00000079000	73.08	105.85	84.05	121.44	142.11	79.14
ENSDARG00000079008	36.74	28.19	23.31	36.15	38.21	22.7
ENSDARG00000079009	4.34	4.12	7.92	2.9	2.11	0.66
ENSDARG00000079011	30.31	1.01	80.58	0.1	0.31	0.15
ENSDARG00000079013	9.7	15.81	13.55	11.27	15.59	5.47
ENSDARG00000079015	1.59	1.74	2.63	1.26	0.98	1.39
ENSDARG00000079017	8.18	13.92	12.14	8.18	9.09	5.66
ENSDARG00000079020	8.67	11.68	9.58	13.32	9.33	15
ENSDARG00000079024	13.84	16.04	9.68	13.82	18.78	11.18
ENSDARG00000079027	6.55	10.61	6.62	7.12	12.22	7.88
ENSDARG00000079029	4.9	2.24	3.01	1.2	3.01	14.27
ENSDARG00000079031	0.16	1.21	0.1	0.25	0.12	0
ENSDARG00000079034	0	0	0	0	0.06	0.06
ENSDARG00000079043	0.46	2.65	3.64	0	0.26	0
ENSDARG00000079045	1.9	4.07	4.93	4.96	3.9	0.73
ENSDARG00000079046	14.95	10.86	16.75	12.97	15.98	9.44
ENSDARG00000079049	5.08	6.16	7.47	3.98	3.65	1.93
ENSDARG00000079055	3.07	3.64	3.35	2.76	3.3	4.28
ENSDARG00000079056	96.31	114.09	126.76	182.79	187.91	204.72
ENSDARG00000079059	10.97	11.92	7.33	18.94	18.85	7.54
ENSDARG00000079062	2.42	3.89	3.4	8.27	4.99	2.21
ENSDARG00000079067	16.05	17.99	17.79	19.99	19.8	13.45
ENSDARG00000079068	0.83	1.04	1.7	1.5	2.95	0.14
ENSDARG00000079071	0	1.79	0	0	0	0.79
ENSDARG00000079075	0	0	0.17	0	0	0
ENSDARG00000079076	1	2	0.7	0.98	2.36	0.79
ENSDARG00000079078	10343.4	2689.48	5264.45	4715.45	6398.86	23615.35
ENSDARG00000079079	0	0	0	0	0	0
ENSDARG00000079080	2.09	2.7	2.91	4.22	4.13	4.1
ENSDARG00000079089	15.63	17.99	12.71	22.21	16.57	17.32
ENSDARG00000079095	12.03	23.07	10.15	27.65	11.22	0.85
ENSDARG00000079097	92.27	46.27	40.04	60.27	60.66	66.4
ENSDARG00000079102	5.22	6.71	4.69	7.56	8.31	3.05
ENSDARG00000079104	17.88	20.61	14.2	22.95	22.9	16.55
ENSDARG00000079105	376.87	261.89	278.89	126.65	230.4	40.32
ENSDARG00000079107	1.7	3.53	0.62	0.28	0.7	0
ENSDARG00000079110	16.94	13.2	20.33	31.7	34.93	33.2
ENSDARG00000079111	2.84	4.02	3.16	1.51	2.4	1.12
ENSDARG00000079119	0	0.19	23.14	0.34	0	0
ENSDARG00000079122	1.03	0.33	0.5	0	0.58	0.53
ENSDARG00000079123	4.62	5.36	11.36	4.15	3.9	1.49
ENSDARG00000079124	15.02	14.52	12.9	15.6	15.76	26.02
ENSDARG00000079125	0.69	1.9	0.78	0.8	1.01	0.59
ENSDARG00000079128	23.59	16.58	15.44	24.89	20.15	30.45
ENSDARG00000079129	0	0.09	0.09	0	2.05	3.23
ENSDARG00000079131	15.98	20.8	12.3	24.78	21.39	13.02
ENSDARG00000079133	1.29	4.17	7.11	1.3	3.38	1.31
ENSDARG00000079143	23.07	19.93	12.04	31.75	31.07	21.29
ENSDARG00000079144	0.95	1.52	2.58	0	3.4	1.61
ENSDARG00000079145	10.78	11.86	12.16	9.51	10.11	10.45
ENSDARG00000079148	15.84	15.38	14.59	14.23	20.58	14.7
ENSDARG00000079150	59	43.42	27.84	69.94	77.9	87.95
ENSDARG00000079158	0.41	0	0	1.05	0	0
ENSDARG00000079160	2.42	3.07	6.45	1.7	1.76	2.43
ENSDARG00000079161	211.44	81.94	108.24	108.79	167.28	200.12
ENSDARG00000079163	0.44	0.11	0	0	0.06	0.56
ENSDARG00000079165	1.41	4.43	4.54	6.04	3.35	0.77
ENSDARG00000079166	3.29	4.77	2.52	4.92	1.85	1.17
ENSDARG00000079167	60.94	47.74	53.92	57.12	74.96	65.32
ENSDARG00000079175	19.44	98.89	40.51	6.04	9.26	2.14
ENSDARG00000079183	4.88	2.42	20.59	0.92	1.25	0.58
ENSDARG00000079187	0.14	16.92	1.09	9.4	0.77	0
ENSDARG00000079188	4.75	14.37	12.42	5.35	18.02	6.2
ENSDARG00000079191	12.39	7.53	4.93	14.06	11.45	5.62
ENSDARG00000079198	5.43	4.45	6.28	6.31	7.57	7.52
ENSDARG00000079199	0.33	7.2	0.54	0.51	0.58	0.36
ENSDARG00000079201	159.72	20.98	59.03	26.44	26.8	213.6
ENSDARG00000079202	8.73	9.71	11.71	11.23	9.2	7.73
ENSDARG00000079204	28.23	30.69	20.68	22.81	42.96	13.19
ENSDARG00000079216	1.82	2.44	6.13	0.2	0.38	0.66
ENSDARG00000079217	3.98	4.52	4.44	4.36	5.04	2.83
ENSDARG00000079219	53.57	45.1	43.66	50.81	45.08	84.61
ENSDARG00000079220	31.63	26.83	21.55	30.52	29.33	44.09
ENSDARG00000079222	4.31	6.64	5.01	4.97	4.86	3.28
ENSDARG00000079227	0	0.27	9.37	0	0	0
ENSDARG00000079229	48.36	43.62	36.29	36.66	42.73	52.02
ENSDARG00000079231	0.09	1.87	1.4	3.51	0	0
ENSDARG00000079233	0.97	1.35	1.46	0.98	1.4	0.63
ENSDARG00000079234	0.27	0.33	1.32	0.06	0	0
ENSDARG00000079236	7.2	7.06	4.84	10.66	11.32	9.08
ENSDARG00000079238	5.56	4.59	5.54	3.63	5.51	3.61
ENSDARG00000079241	1.16	1.29	2.38	1.29	1.55	1.04
ENSDARG00000079244	4.46	3.3	3.57	4.21	6.35	4.49
ENSDARG00000079245	0.06	0.24	0.69	0.1	0.1	0
ENSDARG00000079248	6.13	12.08	7.23	13.47	24.51	4.01
ENSDARG00000079249	29.05	10.58	11.78	14.99	14.41	17.33
ENSDARG00000079250	5.67	5.78	5.65	4.95	6.41	2.07
ENSDARG00000079252	2.59	3.05	2.2	4.76	5.45	2.08
ENSDARG00000079253	66.15	25.81	23.62	52.06	34.05	74.26
ENSDARG00000079255	4	3.26	8.2	0	0.2	0.09
ENSDARG00000079257	6.96	7.91	7.52	5.32	5.72	6.16
ENSDARG00000079263	2.61	3.49	2.7	1.24	1.39	2.98
ENSDARG00000079264	1.63	15.3	18.89	35.75	19.37	1.97
ENSDARG00000079266	0.12	0.06	0.24	0	0	0
ENSDARG00000079267	3.38	8.84	4.25	3.38	3.99	2.03
ENSDARG00000079271	1.85	2.75	4.9	2.3	0.95	0.54
ENSDARG00000079274	0	0.54	0.55	0	0	0
ENSDARG00000079276	64.83	80.17	59.1	118.3	114.89	49.07
ENSDARG00000079278	20.41	16.15	15.53	21.23	24.05	13.68
ENSDARG00000079280	10.77	26.46	16.76	22.88	30.33	19.64
ENSDARG00000079281	22.23	24.27	24.17	27.71	18.41	23.9
ENSDARG00000079283	27.35	13.15	29.3	26.43	18.77	16.34
ENSDARG00000079286	28.46	25.88	23.53	27.21	35.52	20.43
ENSDARG00000079290	1.35	4.3	1.67	1.83	1.55	0.24
ENSDARG00000079291	5.92	4.65	4.9	6.1	6.14	4.89
ENSDARG00000079293	3.91	4.23	3.78	3.3	3.37	2.13
ENSDARG00000079295	1.86	6.9	6.72	12.24	8.29	2.39
ENSDARG00000079296	0	0.15	0	1.09	0.18	0.16
ENSDARG00000079302	0.08	0	0	0.78	0	0
ENSDARG00000079306	28.55	30.39	24.01	33.57	34.21	32.06
ENSDARG00000079307	181.37	126.61	120.91	165.24	168.85	299.56
ENSDARG00000079308	21.97	28.42	18.76	26.35	25.98	22.41
ENSDARG00000079310	0	0.36	0.12	0.05	0.04	0
ENSDARG00000079312	27.22	14.29	22.71	21.7	17.88	29.31
ENSDARG00000079313	36.83	32.61	35.27	43.25	52.1	43.09
ENSDARG00000079315	3.6	3.99	4.1	4.27	2.21	2
ENSDARG00000079317	17.02	19.01	7.11	15.79	12.83	5.72
ENSDARG00000079323	27.54	28.41	27.78	45.29	40.23	23.83
ENSDARG00000079324	1.52	0.76	4.63	0.57	0.26	1.18
ENSDARG00000079325	0.56	2.69	1.18	2.3	1.35	1.02
ENSDARG00000079326	15.85	12.53	12.79	18.62	14.24	13.15
ENSDARG00000079327	0.29	0.28	0.89	0.32	0.14	0.24
ENSDARG00000079328	0.75	1.83	2.11	1.03	1.74	0.4
ENSDARG00000079329	19.67	19.61	14.22	18.88	16.9	14.88
ENSDARG00000079332	4.93	15.35	9.65	0.68	6.4	0.9
ENSDARG00000079333	0.6	0.91	0.16	0	0.37	0
ENSDARG00000079336	0.2	0.26	0.77	0.8	0.54	0.4
ENSDARG00000079340	9.23	6.28	6.84	7.57	5.51	3.4
ENSDARG00000079345	20.17	8.97	10.39	1.38	0.71	0.31
ENSDARG00000079348	47.66	50.11	39.22	79.03	78.44	30.57
ENSDARG00000079350	17.81	13.5	11.88	14.35	18.14	19.44
ENSDARG00000079352	26.02	24.58	34.47	27.4	28.62	24.29
ENSDARG00000079353	0	4.09	0	6.91	5.63	7.99
ENSDARG00000079353	10.82	13.47	14.06	2.93	3.87	3.17
ENSDARG00000079355	7.23	9.94	13.93	11.22	12.87	1.24
ENSDARG00000079361	0	0.16	0	0.38	0	0.08
ENSDARG00000079363	3.14	7.46	5.59	2.2	4.86	0.91
ENSDARG00000079364	0.25	0.92	0.58	0.26	0.98	0.11
ENSDARG00000079366	28.72	31.92	20.79	42.59	41.61	27.32
ENSDARG00000079369	10.84	12.28	9.17	17.81	12.82	9.22
ENSDARG00000079371	0.78	1.89	2.06	2.7	3.42	0.39
ENSDARG00000079372	11.78	2.36	42.39	1.77	0.64	0.99
ENSDARG00000079373	1.6	0.81	0.88	1.07	1.37	0.95
ENSDARG00000079374	128.94	48.98	62.76	78.71	74.49	132.46
ENSDARG00000079376	0.41	0	0.45	0.14	0.14	0
ENSDARG00000079377	0.79	0.63	0.74	0.05	0	0.18
ENSDARG00000079378	6.07	21.27	12.28	7.66	15.96	3.21
ENSDARG00000079382	24.67	27.51	20.27	30.25	31.56	47.69
ENSDARG00000079385	0.21	0.27	1.11	0.16	0.22	0.14
ENSDARG00000079387	6.58	27.17	6.74	8.65	10.03	9.67
